PC1,PC2
1.7874712685506987e-17,-0.0007372245503767011
1.6123677300245034e-17,0.001249135912333351
1.447688365785159e-17,0.00273820908023127
1.836459650286377e-17,-0.00028350650801344684
1.917621998536106e-17,0.0006999712965323695
2.2836812192094997e-17,-0.00010619935911600593
1.641747766977445e-17,-0.0005262893715973392
1.8872831802647715e-17,0.0005266004411014621
1.7538690221220898e-17,-0.0019874252972127107
1.4064774080380744e-17,-0.002003113255312445
2.214188727710372e-17,0.002651062868852915
2.9200708351280696e-17,-0.003535898930499983
2.985190329354332e-17,-0.003551706540183285
3.3061319477121654e-17,-0.0036870813063151096
2.8466152226824704e-17,-0.0035948868948175445
3.256454389489914e-17,-0.0030188202695061966
2.7552640194453996e-17,-0.002943906360940875
2.2620910134275288e-17,-0.0034570348866105357
1.8966889740521667e-17,-0.0029096397162890484
2.7261233477615674e-17,-0.003269117109406845
3.2130973185539923e-17,-0.0037808176901944564
2.1959869131820082e-17,-0.0035935415857368904
4.666929008442682e-17,-0.0042418588274730756
2.639467316322352e-17,-0.0028236248097557896
2.9593508883082364e-17,-0.003401038118761361
2.916464884433814e-17,-0.0036527138111105556
3.2351207680055396e-17,-0.0035978509725018803
2.434014063960694e-17,-0.0032920667597230785
2.4575204083433217e-17,-0.0032268602342599363
2.4723847595254753e-17,-0.003546570847190193
2.5493300758787943e-17,-0.004103525765739343
2.40329962418948e-17,-0.0036244715230828793
2.7440947678021345e-17,-0.0034790585502392397
2.4872334732882425e-17,-0.003314468442285094
5.125748258590363e-18,-0.0006753308664902346
2.7862908009644233e-17,-0.003917587810436406
1.8882767104165503e-17,-0.004326244631019034
2.961817300277809e-17,-0.0040743412970128
2.274010101474775e-17,-0.0038406622295442663
2.8191131087070174e-17,-0.0034241093421319493
3.38170082379353e-17,-0.004215441264358435
2.929219669902228e-17,-0.003871440673408727
2.8482662206003593e-17,-0.004067162092738769
2.2648196973970338e-17,-0.004931637055237343
2.203074868185457e-17,-0.0046084436395914625
1.6774572561744724e-17,-0.004571693388308926
2.0047063933228364e-17,-0.005513776896129047
1.7429322305098903e-17,-0.009495208011053741
2.5413902419268908e-17,-0.004569942250830137
2.024147830099508e-17,-0.0045436993967614735
2.250955435346938e-17,-0.004556952632401799
2.0019986197428216e-17,-0.0057406336270550634
2.338621949529585e-17,-0.0044681874892941575
2.4296291239134375e-17,-0.0045562030403525225
1.8675886104733835e-17,-0.006297165190204325
1.714239766567187e-17,-0.0044713451789720636
1.830279105346344e-17,-0.007398774298374918
1.942857286571917e-17,-0.004802299857652355
1.7174189055467146e-17,-0.004713336128084964
2.8809514671067924e-17,-0.0028676185023219893
2.943488443202872e-17,-0.002835960740789861
2.459938223439815e-17,-0.0024787993922169888
3.069021820204443e-17,-0.0031332312218423472
3.1887072113191696e-17,-0.0030595876662472313
2.600527244540407e-17,-0.0033820097870626703
3.0437484515176976e-17,-0.003232108433555005
2.398703430478144e-17,-0.0030333981771576615
2.2079858578861674e-17,-0.0032345937850629504
3.157081226863729e-17,-0.0032533809595322277
3.1397178208554205e-17,-0.0032988667972185986
2.538394872288969e-17,-0.003797290891575692
3.356148471099685e-17,-0.00350938010358717
2.4331947471936606e-17,-0.0032306736421584383
2.4688588128093625e-17,-0.0028214937615384877
2.349183628688547e-17,-0.0033140498974286834
6.861549354700378e-17,0.01563383911330143
7.194675653485409e-17,0.016006153127592744
6.64590791298411e-17,0.016052929372829615
8.201603947789334e-17,0.016122312112938433
8.781648261334884e-17,0.017106396256543546
7.460835978326421e-17,0.015601544217365926
6.608077999268888e-17,0.014711712283721621
6.665276610308528e-17,0.01521491400777114
7.491992768914547e-17,0.015074123339494162
9.419163328810906e-17,0.01654448914690607
5.961006875586404e-17,0.014707940795615328
6.176964342055854e-17,0.014206216895617825
6.442904637772228e-17,0.01496089279419394
6.13210279419412e-17,0.01530210190152819
7.187253633279918e-17,0.01525912300382811
4.201752565647595e-17,0.012701254071893113
2.276506895181124e-17,-0.0022715441909768974
1.8662884009538778e-17,-0.0022317988935973126
2.1680410221448672e-17,-0.0023135909021075323
2.2928738528962046e-17,-0.00245969801763878
1.9947374089695068e-17,-0.0022475531871150797
2.1430593974823754e-17,-0.002457122003749691
2.105341914806232e-17,-0.0023119319409209598
1.474180195346197e-17,-0.002162048995910143
1.9771470822116405e-17,-0.0021469553872906296
1.8634049826817734e-17,-0.0021661784709892076
2.1417873559340712e-17,-0.002065561138251889
2.440762024022724e-17,-0.0020430657225922323
1.9601485329386345e-17,-0.002126932409008096
2.429943863355206e-17,-0.002094223851906597
1.900492617630034e-17,-0.0021153529956207113
1.7346792263063398e-17,-0.002165497080662967
6.617716662670767e-17,0.006131489557700551
8.012366558475047e-17,0.005948929312683709
7.909863321467474e-17,0.0055414672755246305
6.540369012261407e-17,0.006376560479725701
5.4113259404661464e-17,0.0069247862886193225
5.066659460030103e-17,0.0069152950926735035
6.98695965092536e-17,0.005974446700181454
6.75125633526894e-17,0.005843951105599309
8.423148081317432e-17,0.005815656072333084
6.059426649684757e-17,0.005766943947390483
8.50734905075231e-17,0.005601441526148873
6.624999661460546e-17,0.006019414877063536
8.090848086065349e-17,0.0055979386459114626
8.404993891788427e-17,0.005327232136491865
6.491111369710996e-17,0.005775793778008092
8.196901700028788e-17,0.005505319987369261
3.7653264238000434e-17,-0.0036395451274035704
2.9042306614785914e-17,-0.004858748477746145
3.4897188068575465e-17,-0.0065951486821807905
3.1550925656993754e-17,-0.0034842791087802204
2.576569622948984e-17,-0.0025736024404911626
2.2080571149014207e-17,-0.0019105431887377683
1.9173058715213832e-17,-0.0011155565449998094
4.398232525383954e-17,-0.011134003064332251
2.3729600257676482e-17,-0.004807854519076741
2.0046638504066883e-17,-0.0052421204516441885
3.982193733707008e-17,-0.014023508393768676
4.846668766364072e-17,-0.0075445618940876685
5.0943113548412545e-17,-0.006532599132965267
3.9233013550102596e-17,-0.009571628754133272
5.3136501959240805e-17,-0.007693812111937023
5.136102719629431e-17,-0.008301923106944473
7.729225744748223e-17,-0.0049857950787511335
1.8290417348063993e-17,-0.005050419726969179
3.568200898621972e-17,-0.004331112666371744
1.2433322856770416e-16,-0.0043601236845946705
1.0687932943770519e-16,-0.003963527204888129
9.69698959323625e-17,-0.004772211836428325
7.742195711929188e-17,-0.004700649761057829
1.5922283432312074e-16,-0.004233368498182986
9.574538929427968e-17,-0.004754674934542524
5.23024414080384e-17,-0.004251418796536987
5.226858462542645e-17,-0.004530892522040191
8.217166410432159e-17,-0.0046386121468805245
1.0751858560002952e-16,-0.004456185369072976
3.1041773213546256e-17,-0.00488882347875321
2.976908470449946e-17,-0.005106872820893148
6.717768306781855e-17,-0.004796417677298889
1.656231139387186e-17,0.003806363378050219
1.8296017132562656e-17,0.005384413302438428
1.6414232367179853e-17,0.005258003630782239
1.639791531633012e-17,0.005724333537501108
2.0778015707726008e-17,0.005441410511278432
1.6838572777978468e-17,0.003963625944894825
1.3336602244978673e-17,0.005135656700653025
1.479447078897185e-17,0.0036647158588487224
1.4422571407048316e-17,0.0027400060175706317
1.748516815713875e-17,0.004687638035038494
1.6288560683754267e-17,0.005821230827760887
1.7264338616053906e-17,0.004328825613419849
1.5399686441701473e-17,0.005702455963424827
1.6903935006629662e-17,0.004771442401900985
1.57987718011475e-17,0.006057727683124981
1.623611447377311e-17,0.0025291377902810163
1.040797086844606e-17,0.06572598936555862
1.5749207589134507e-17,0.040758091158330984
1.2884283982769266e-17,0.04274167372600876
1.5886991703894877e-17,0.06231979206727279
6.93105378650318e-18,0.07575211989102941
1.2554827260337039e-17,0.08126550741397294
1.0941667547043055e-17,0.061438895893759046
1.6719040770194247e-17,0.049259041327020796
1.3280743928535088e-17,0.052741719306405144
2.795400059089934e-18,0.08199177252447912
1.1545967550047614e-17,0.05538719811247134
1.8662502077559312e-17,0.03774497928685028
1.3665897465768122e-17,0.06739801026398624
7.052719609588685e-18,0.06495323651508825
1.3611458437569626e-17,0.05451125212395989
2.4810775527879637e-18,0.0904566483336775
6.979466042308444e-18,-0.0460524175961741
3.7823602956183614e-18,-0.04483366376661161
3.89423070928127e-18,-0.04613058117976854
3.50034124404049e-18,-0.04596178378632277
-2.5334326680662237e-19,-0.045979222076874604
-3.601611008085578e-19,-0.04605703641257899
3.9009661902682575e-18,-0.04633459181239751
7.143060556834912e-18,-0.0454983557529806
4.819051703193757e-18,-0.04619916776122168
-2.297605499896874e-19,0.03919965933019926
3.039790208883345e-18,-0.04346211354785354
1.6467072711367474e-18,-0.044855313144177435
6.860396686841555e-18,-0.0455086009362508
3.519246796935716e-18,-0.04569099015231671
3.567354420099326e-18,-0.045595411570281866
3.518957568028082e-18,-0.045435593509290585
7.701146664594333e-18,0.07705594296752842
7.877863778497293e-18,0.0797528830504468
8.496486786729516e-18,0.07435419373717177
2.035562605771885e-17,0.04661481362886173
1.0753411619425082e-17,0.056707328320009534
1.458395038469327e-17,0.0614921777799195
1.2162252354635465e-17,0.04832733659723084
4.281899108002013e-18,0.08353735004038884
3.315206114613799e-18,0.09124101651512836
8.478054194813497e-18,0.07462125347195908
1.2358564363890822e-17,0.05719673329722293
5.456785457844232e-18,0.07980808453924858
5.1414691426664635e-18,0.07267831873675502
4.854215584344784e-18,0.0858570191813096
7.471056249636608e-18,0.06910366090408857
2.380139522066006e-18,0.09837954078991303
1.5630027641080577e-17,0.03551572561623267
1.4356134179177637e-17,0.019725608862549995
2.092064289976802e-17,0.018872486770881734
1.3949012466644773e-17,0.002828819927983404
1.7805284748597867e-17,0.02177395161294263
1.9276266711629867e-17,0.024290294259441885
1.6443033722928624e-17,0.02695418594157064
1.418736439943704e-17,0.011934713915307484
1.1794988096473833e-17,0.011747814705339964
1.5882310470901244e-17,0.023940403943367116
1.7466917428600006e-17,0.01583524123550775
1.2134505336475537e-17,0.01397996887697589
1.597924262476769e-17,0.025467465616957514
2.270874241575296e-17,0.020597317916997107
8.578048074135317e-18,0.004460481957089002
5.064371086790328e-18,0.005167194072061418
-1.2884652113824822e-17,0.141403477121928
-1.073394633678235e-17,0.13972358918268243
-1.2137576378360011e-17,0.1444790715453711
-1.2063440326909702e-17,0.14578069738704266
-1.0608049983524983e-17,0.1446599027930369
-1.2856761062342651e-17,0.14329933911402826
-1.0369010620228136e-17,0.14066513146067477
-1.0858736859062968e-17,0.14126802446239212
-1.3750883025820897e-17,0.14345893617634584
-9.084278805162391e-18,0.13882150260902434
-9.896265725500206e-18,0.14633750087215522
-1.594134061688342e-17,0.14306773556456032
-1.711125327973284e-17,0.1428719028948753
-7.173298099065531e-18,0.14250352277627507
-1.150442638106275e-17,0.14257979419684835
-7.296561241503083e-18,0.13339050167970595
3.7906701096354774e-18,-0.007087175797234129
1.5052852475335152e-17,-0.006549168459541343
6.819592166907989e-18,-0.007607080964946002
-8.970804842142906e-17,-0.022477656202530855
-6.065520207912567e-17,-0.01895350415291821
-1.1183716324339626e-16,-0.023901615736421238
-2.7295529865481107e-18,-0.008628251745123834
-6.352994869018811e-17,-0.01788277188650332
-5.283753223559787e-18,-0.010495712663148695
-6.533578825622536e-17,-0.017162260932529125
1.3016573595940026e-17,-0.006188051280751736
-1.1818606710719536e-16,-0.025070058835562074
8.973730378819938e-18,-0.006888951297320219
6.505690557718173e-18,-0.005062932748078285
3.044455206328346e-18,-0.006411533758232408
-4.508598543760141e-19,-0.008517213721753132
3.219554881759049e-17,0.00019465955753891203
5.279869840784391e-17,0.0003985799569716497
6.114469906612351e-17,0.0010474819088602191
3.942487519818466e-17,0.0009196652687675855
6.247967869747995e-17,0.0014512187410524464
5.097660151303343e-17,0.001376297530387387
7.511382882890259e-17,0.0034888221482949405
6.825368293980083e-17,0.0025822274430632496
6.229787672245007e-17,0.0015162377362147954
4.976933350164166e-17,0.0011570866099924778
6.64058030290623e-17,0.0020325153116567867
8.1637679926189e-17,0.0063933285063489855
5.793849877911677e-17,0.0018294365073707702
4.500494190838017e-17,-0.0018120455338368696
7.233328840384513e-17,0.004676648352883396
6.825484832307594e-17,0.0023011579132277524
1.3080530044387279e-17,0.009959208492718098
1.743682692189317e-17,0.025245918038145222
1.6598425182217034e-17,0.01970782747146912
1.7169862241454453e-17,0.01302469880081161
1.7467256314371174e-17,0.022631577667304222
2.843599658554761e-17,0.013256513030687015
2.0051937320248622e-17,0.023300417949408625
2.169846816716791e-17,0.019148535112704593
1.9065072890529604e-17,0.01286155743719615
1.1759530855434261e-17,0.008738473475258222
2.2345495189581092e-17,0.00772563461641073
1.4839963093211696e-17,0.01069513377749869
1.5606547789764623e-17,-0.0009819567870240273
2.0271366857644876e-17,0.016724146306760806
1.819987544090447e-17,0.02210402674543533
1.444747683945101e-17,-0.0055273511415258325
1.6377052417323585e-17,0.027815294773026446
2.042858523907175e-17,-0.0009405489925680435
2.2542323817114843e-17,0.016928022715519367
1.1032819384877723e-17,0.024310313557471392
1.4296720147822616e-17,0.0242966422051084
1.5664721831638626e-17,0.024939063124807676
2.583676483904417e-17,0.018009821771999102
3.112366686121471e-17,0.014620217337288372
2.3368539252133856e-17,0.029339823058893565
1.971875314479975e-17,0.026029177226640964
2.2126217608555943e-17,0.024120256591002743
1.7539782392206243e-17,0.025052539193406442
1.434973019885384e-17,0.029019971576390163
1.5356881401958744e-17,0.01671942266626125
1.9262771035906914e-17,0.020255882154734277
2.1198021910879788e-17,0.025744112850128387
1.6084934579851763e-17,0.017848601493482105
1.0148159675147856e-17,0.054795057888215815
1.540375638319916e-17,0.05240679002528411
1.9848751622787568e-17,0.02415181005167271
1.6388869384744115e-17,0.02233282242630332
1.4538265746973016e-17,0.04878288197385736
2.3338963072083028e-17,0.03995391317268579
1.5234570382940582e-17,0.02771212006049575
1.555016463363157e-17,0.028843545789461713
1.11618580324937e-17,0.0473490623137403
1.933676161623076e-17,0.0441508346019996
1.2912377380041039e-17,0.044124090648632215
1.978913021071096e-17,0.04259612333544256
1.6263852117818993e-17,0.03433908671866527
7.686596727474578e-18,0.05081186976019741
9.245560610296989e-18,0.03978012954963973
1.8387920012147232e-17,0.021294078385588163
1.3997885761208934e-17,0.024914287015119496
1.5053633189895382e-17,0.017578675988059803
2.2744063433929858e-17,0.011205134246442698
1.0468618322852918e-17,0.010996126118027923
1.680467589165786e-17,0.014612212680124867
9.087632000141342e-18,0.009348382986800144
1.6035686351273714e-17,0.01905390591277412
1.826170448543074e-17,0.02056089128324447
1.6425972310167545e-17,0.02498208714808857
1.2010192057863418e-17,0.018590589487975488
1.6692328434835634e-17,0.014136664543536933
2.3196907750165187e-17,0.012713515420184205
1.8459098364930126e-17,0.02114748180302533
1.3667704504326375e-17,0.032889931063929956
1.681288533322838e-17,0.022929603084413983
3.1256023764719506e-17,0.011426048529061508
2.6353137042267846e-17,0.013007804792836204
2.931511215213716e-17,0.014613715638592461
3.461859554636768e-17,0.00935316921214708
2.8045867528696035e-17,0.01244856771589219
4.286554837850267e-17,0.010624504392737157
4.6014643055452097e-17,0.008401055880554101
3.958261658482831e-17,0.007224931840580434
3.8487192205670226e-17,0.010030692231583645
3.3680789344884797e-17,0.011058212284686253
5.123259481075722e-17,0.008789657789283607
4.398444989960031e-17,0.006767903484199772
5.414766097833271e-17,0.00753775857159252
5.906743939127557e-17,0.00852921141493412
5.724952808872514e-17,0.005856478970681374
3.4384822373257895e-17,0.010532422878511747
7.394979310369019e-18,0.019783480008565574
8.49170417531539e-18,0.011925670427842629
6.696552733852162e-18,0.014940087473260241
4.820196913492196e-18,0.014759748554068277
1.8587114791197676e-17,0.02224541279061474
9.004179297043731e-18,0.019037815591517248
9.138473647097387e-18,0.016733815905000064
1.0659916949837767e-17,0.021246402207479746
1.2254511499870675e-17,0.02235386592919294
1.0517008084507232e-17,0.02097120620697441
8.71491446377735e-18,0.019992907220658947
4.05690795177825e-18,0.01837856188235079
9.74136632769957e-18,0.022123057989476575
1.2192896496894336e-17,0.022098188845565338
1.5913234781086137e-17,0.018353853913092744
1.1000002628994005e-17,0.018268423036192288
3.778459447060813e-17,0.008964687625792535
4.657057295755755e-17,0.004759802382748703
3.672935522586193e-17,0.010555642671763682
3.776103149162361e-17,0.016227504950361227
4.056739314180448e-17,0.004721247019276553
3.7475820712132406e-17,0.011751085757592237
4.0548554139492297e-17,0.003557896288967871
3.156962084472126e-17,0.016553396265708335
3.03772530079621e-17,0.015834606779523818
2.923627798133203e-17,0.022199614321278177
3.5090168691653556e-17,0.015161881060108327
3.836200576290655e-17,-0.0020364952997390996
3.6045276927589044e-17,0.0034833250181124523
3.971776633195663e-17,0.0066598899500624606
3.054025994500193e-17,0.02277912348585918
2.538393434310941e-17,0.03649291689193149
-6.639164551368782e-17,-0.014607334494389768
-7.226007407050371e-17,-0.013896823364645277
-4.708860009305181e-17,-0.011704555002050204
-5.3375717003663755e-17,-0.013081860678226174
-5.294743185162647e-17,-0.012519801186351633
-5.078694764405209e-17,-0.011924497431708146
-5.692780324561528e-17,-0.012644743742483562
-6.43294763814412e-17,-0.0134465366149146
-3.844001854466376e-17,-0.0101921055731738
-4.786909344282013e-17,-0.011194316025527062
-5.238897103560336e-17,-0.011928670654256245
-4.88047202679084e-17,-0.011195343858944651
-6.008999407664504e-17,-0.012641533731677555
-5.81009210186704e-17,-0.012307360857974878
-5.949133615855399e-17,-0.012759996719904559
-5.3033860974106336e-17,-0.012451588001388538
1.9189337667431613e-18,0.010108080369523332
-3.8669135686020554e-18,0.004505612309704796
-1.3484936296716476e-17,-0.01645709558561573
-2.2031336727730692e-17,-0.01344973944373976
-6.937413723430566e-18,-0.011546619862891211
-1.8094063578031722e-17,-0.01710390992114068
-5.050093750539259e-18,-0.0020059936704799456
-1.1528429085430484e-18,0.01086731797049058
-6.2030484451881465e-18,-0.016832480587049586
-4.788301520406196e-17,-0.014392293802468358
-1.01622615523508e-18,0.002778717982452315
-1.7590905879146874e-17,-0.011218942788597917
-1.657179174428008e-17,-0.01682665021481897
2.148947380648057e-18,-0.007045529717481519
-3.3056201091647582e-18,0.0077802897218199035
6.464070754265329e-19,0.008515312288499527
1.8670807081974292e-17,0.024668302061893133
1.8636420450900275e-17,0.02437066876170384
1.709330476614802e-17,0.025579229549723023
2.1370510556859002e-17,0.02423527482293832
1.7903319510393466e-17,0.024674976911900234
2.0203913484036382e-17,0.02457525547124833
2.2633565835134238e-17,0.024157691340685915
2.126809408878182e-17,0.02506451879724965
1.875166150782241e-17,0.024819235797029948
2.0393833418726562e-17,0.024847814704587953
1.9603035495813333e-17,0.024419438915147425
2.1384158339783386e-17,0.024634475279704787
1.930403657402301e-17,0.025091198821742444
1.9427686836050076e-17,0.024754262118117792
2.0722091487582644e-17,0.024712876124727095
1.938126306956142e-17,0.023829297994787373
2.0501321936303068e-17,0.02186847335820774
1.7535016440982918e-17,0.026487259462753716
2.3096705816625774e-17,0.009350675463405924
1.7114851869684986e-17,0.01750013782655833
2.0840131365450454e-17,0.01980050896032737
1.8314950395414204e-17,0.011765345723008018
1.6904191085515387e-17,0.0251580089536793
2.0166724774360166e-17,0.026080124861934777
1.7706841945582107e-17,0.0179106690366814
2.2506895452856412e-17,0.011768126654466375
1.7212120568092924e-17,0.02931653097708545
1.928724870281149e-17,0.03695588540037328
1.897914948551465e-17,0.02263430306879703
1.6535642297880692e-17,0.027711259740722312
2.3128305643044832e-17,0.02969075133934322
2.110925205267209e-17,0.02588192520090041
1.9668037637935876e-17,0.02203885695709078
1.7395577960489817e-17,0.023296383756437358
2.225538535796777e-17,0.02284774732592197
1.695538331401164e-17,0.023378845579187728
1.3389101661695717e-17,0.022950668003933732
1.9153383757478286e-17,0.02284434583650902
1.1215089910327774e-17,0.022317942725101528
2.1986658450774457e-17,0.02303801220179007
1.5616628852596092e-17,0.023671713556548325
1.4421458588435177e-17,0.018539601471425183
1.8364538740892084e-17,0.022713712583767934
1.6631175439764224e-17,0.021646525377526923
1.9163757177595298e-17,0.022845602980335302
1.7541450515086742e-17,0.02211283249126992
1.7201854434788526e-17,0.02040083498177422
1.8783158946753772e-17,0.023263406324396108
2.077054672682511e-17,0.023808446034346818
1.8685145927820205e-17,0.024470704505404613
1.8975103733114367e-17,0.022770663890859875
1.8451215227305746e-17,0.02364252076807216
1.9643095037240725e-17,0.023962641420926332
1.8136923391411402e-17,0.02762209887241697
1.639640253253621e-17,0.02477559095198516
1.8722203442972898e-17,0.024324210919096298
2.0558926113224108e-17,0.02615535038053454
2.0484755179212936e-17,0.025038309202251335
1.9076002187241635e-17,0.02469673897924409
1.8009367185854293e-17,0.023351903454751202
1.8971336698916896e-17,0.02392006658014932
2.1460129418754327e-17,0.024073693951635798
1.5437371383930958e-17,0.02358342797222184
1.4609342640549548e-17,0.024251631060238886
2.3417978882056647e-17,-0.005818304818167148
2.0063112393767005e-17,-0.005615640808807216
1.9017292431869454e-17,-0.0049183854060274495
2.5900211437824267e-17,-0.00481887324756413
2.9681719974266575e-17,-0.004528093917992455
1.6275091737184584e-17,-0.004819365856740305
1.2153901360765474e-17,-0.005043679211542211
2.967665852382276e-17,-0.004650872935874085
2.5874192367070342e-17,-0.004435342790386703
2.6588757951156423e-17,-0.004091902131372923
2.1334281032119532e-17,-0.0056496795222268
1.8273646732990756e-17,-0.005122790506775246
2.2268941187774346e-17,-0.004987614424826253
2.4907912343952072e-17,-0.004409533007591093
