PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22
0.01445076589596426,-0.03999232460840579,-0.013959890427272376,-0.03502533645576344,0.055060433027980464,0.008512297778783817,-0.011540494774672063,0.03668376963995731,-0.035330743642021316,-0.06966136862614196,-0.0017969398692777026,-0.0911444042359378,0.03376229812610376,-0.0173727045181849,0.0322993147611531,-0.026664916231952523,0.041405666461683366,-0.0121764689397109,-0.014369394495526232,0.021492808060395534,-0.01260883386824343,0.021396297637083325
0.013871076007493901,-0.034795820518668724,-0.012038157953761001,-0.03117876539007368,0.04955885589102007,0.006248943159498536,-0.010130366877070208,0.03266607519000677,-0.03215271780377085,-0.05943884635643146,-0.0028127771265417903,-0.0769744092561611,0.026782136579740726,-0.01247344284461338,0.02367436169474412,-0.020444913577173943,0.037690273241544815,-0.005131560838345418,-0.012421588763395334,0.019183915144803457,-0.010071551777891992,0.015189494715795893
0.013440116765790225,-0.03448715552500119,-0.012214032810796818,-0.034232768752666565,0.04784875450437826,0.007422487868944883,-0.007249915957095348,0.02946073890300334,-0.025221872554039897,-0.05352724124863695,0.0005015528477758655,-0.0695140102304216,0.030099446807184217,-0.01237271959879277,0.023120478817172392,-0.019772474450205933,0.03864724719350223,0.0010615386263902356,-0.012968549113972088,0.021312908336430663,-0.01105329537100029,0.015590672738692836
0.013739551924958165,-0.035559084384311136,-0.012303223316008909,-0.033316584450585454,0.048429374545998854,0.006867088071122938,-0.0081428130379852,0.03116975537315226,-0.027643026558139522,-0.055382227093145164,-0.001204917507520992,-0.0715350443839589,0.026591799365766285,-0.0118564722686905,0.021704062384735726,-0.017946529505619473,0.040465301011030984,0.0025251911888496213,-0.013302094361231726,0.02414412988170259,-0.013775486217289383,0.015639432978038742
0.013770907182214366,-0.03463474766314091,-0.012885973823802944,-0.03498136346104693,0.04887377038226802,0.007868293365497037,-0.0075276818563450205,0.030874239368495537,-0.02709697175606382,-0.05660242338862097,0.000504882371955565,-0.07396413403951362,0.02997087500790086,-0.013695656518832859,0.026056269081268214,-0.01998909908786809,0.04095326627714186,-0.0016232394232892373,-0.01242737742450144,0.02101126434682516,-0.010687339228954608,0.01591477383762645
0.013691023297246134,-0.0331764248389401,-0.01306895327775731,-0.03309596790143447,0.04761013788632621,0.00662326989875567,-0.007904716125461536,0.031235181392740903,-0.028043419636163393,-0.05470442625872191,-0.0017973857051431974,-0.07105230526057936,0.02446185458077291,-0.012776880018316457,0.02159650581616744,-0.012713060553950207,0.04251151167557951,0.0033532655370781417,-0.012250300484452368,0.02028928240567636,-0.013338878029677467,0.011864791706255168
0.013518328209342689,-0.033982966550890795,-0.013869549605076619,-0.0333670136899088,0.048962386605881245,0.006319646663941788,-0.008697855719325482,0.03225441691215568,-0.028621445469764077,-0.052871934706725604,-0.0022469295890241003,-0.06697626346596855,0.022655391169000724,-0.010747960356460503,0.01785247807256126,-0.011810079251183967,0.03849030197008393,0.008503424407239741,-0.011532367185189032,0.023341361085904816,-0.014249621055058989,0.012134855111618853
0.013819882797964774,-0.03413712552762499,-0.012723487739394237,-0.03282669241297734,0.04940043218180572,0.006412315822095392,-0.00925479496036372,0.03290177369189773,-0.030804613861930435,-0.057544515930157865,-0.0023288854956066904,-0.07439176601686891,0.026650028861252187,-0.011806731290546149,0.021115738153040412,-0.01740160697432151,0.043736182479559176,0.002765897403287967,-0.01364303341973393,0.022488022056511153,-0.01270815953547155,0.01469516779507415
0.014148737217226143,-0.03475400884130651,-0.012715327880099039,-0.03174352992297734,0.05004107305389092,0.005547285648886615,-0.010298225694510318,0.03418193656218807,-0.03411994884857323,-0.05901181141288911,-0.003961165763278634,-0.07511976124442667,0.022859852965878277,-0.00952146767135098,0.01810491711659158,-0.01865003057478352,0.042386579908373856,0.0022387235887222573,-0.012995437356440112,0.02617062105690008,-0.01308410890510011,0.01567225836328736
0.012774765372836209,-0.028822566765432395,-0.009950012617366437,-0.0355059195863501,0.03856825085980235,0.008969202267365741,-0.0007704557504465042,0.01877510608480665,-0.012038690342745063,-0.03741605910821081,0.006241925656165831,-0.04866506874187879,0.02855165502287552,-0.009289831517337654,0.024526780856596406,-0.022246443349345682,0.02936419918745655,-0.002475334571153399,-0.010956264723465722,0.018558211664445143,-0.003995626564717611,0.01728799161706772
0.013691051057945415,-0.031560071309066386,-0.013543029783237369,-0.03568612045590831,0.0461208328451677,0.007680723125683584,-0.005520780545127279,0.028422986606989203,-0.02424217498508886,-0.05188112114136851,0.0008893219730827051,-0.06782038685304244,0.025779979585432485,-0.012415356291518237,0.022929070050808055,-0.01358482136150314,0.04286365914513173,0.0018786811743663726,-0.010031313642939247,0.017622614880800212,-0.00896790982685072,0.009491817826612188
0.013442403241882192,-0.035373513397178015,-0.011807114539482053,-0.03306504617405939,0.04737103472534976,0.007066102729550583,-0.007534093775721929,0.02986634090797511,-0.02565314808869819,-0.053809549461404524,-0.0004117067379457869,-0.06990553113494781,0.029130913589624583,-0.012483586798425695,0.022029438345850062,-0.020192988053024233,0.04049548947182684,0.002598340850059497,-0.015003258923187204,0.025864475796496623,-0.015111063910285431,0.01918105027400597
0.012893246479127879,-0.030779820610676432,-0.010619166683670307,-0.03319713651362833,0.04079610778565493,0.0071429897407614615,-0.003357844935498849,0.022712861599928927,-0.017551558055016393,-0.04303330745937985,0.0021060318105208926,-0.05586623003311377,0.026622248697469188,-0.009999430049160393,0.01904918790342281,-0.01778197309578395,0.03704141474373533,0.0037910232167850605,-0.013400635397153892,0.023738092421232163,-0.011731537606193145,0.016625096278693817
0.005051444336832206,-0.001609279948450077,-0.010228519232390088,0.04093783612671723,0.008959113507690408,-0.0024513914138501506,-0.011621852295331133,-0.015804569244801836,0.0015233552316384624,0.020346232155673626,-0.01066202424309065,0.00031210543476879044,0.00759083443843921,-0.04969451907557783,0.00432832090582024,0.029879617448726192,-0.0013334854994837726,0.009013787431671664,-0.0071873959782048705,-0.005089170344285127,-0.012142517844918968,0.012956306848631173
0.0010785427868541756,-0.0015727223730909456,-0.012901891826269654,0.04730051841912593,0.014661834863486389,0.009294383165509196,-0.008603387691727733,-0.014297610088554697,0.002651597712842707,0.035979042676544344,-0.015625703206241473,-0.006205040280097628,0.0023279590319760027,-0.06826429511829579,-0.006626169562960801,0.03345297007067716,0.009105776577713973,-0.018901850368440366,0.0025298620894360904,0.0097426710675279,0.004044294363314757,0.03058744193740299
0.0028860505227582735,-0.001674487127725454,-0.011410368842072867,0.04511891159286921,0.014705424351767589,0.0048727000879310815,-0.008812947106659733,-0.015372232996627707,0.002010567397559365,0.03289715080065862,-0.011664471911504274,-0.0030503731851681468,0.002454928258994918,-0.059992014935078816,-0.0039283796063036905,0.027453409539439394,0.00982771006989659,-0.014056710062514854,-0.0016222445448608996,0.0018857138699509834,-0.0024682755099824354,0.026729016557978737
0.0017283280852923378,-0.0019409570155311737,-0.011443010914487343,0.04355468461439406,0.01583052993554954,0.0085680718988762,-0.008741987854361468,-0.019456926820849867,-0.00703162574087427,0.034861264834105996,-0.0028203106778845128,-0.003039968433774347,-0.002488678966367938,-0.06141214349767196,-0.01174529298464827,0.021127983359158286,0.013692564584099273,-0.018485667463213895,0.016456034603871933,-0.005811839631815172,-0.014061432867628627,0.03072378762114133
0.005530609813691269,-0.001754956731633936,-0.009738503131439523,0.042863069642029114,0.00803496172881732,-0.0012719398463694864,-0.010104512880878273,-0.01619893603113838,-0.003053376810343754,0.022650795250878507,-0.0020668119316403243,-0.0013594001365148031,0.004023148673237675,-0.054012594601343375,0.003820568441890033,0.02549741230195761,0.001964232194158873,0.009059694131776248,0.003464434106773665,-0.005656463543547489,-0.012359448723036435,0.011235103905689022
-0.004534659766395251,-0.002585967789931934,-0.01050709402067006,0.03302086421993124,0.01958233644848607,0.0061177245577980184,-0.003575375777397049,-0.01676070214565746,-0.009141559017613382,0.03755719972392052,0.0017762452865188107,0.002776892498945596,0.011615782766936538,-0.059919920111382974,-0.02840183561682483,0.015121718478200302,0.011496106964374293,-0.02455043279649776,0.004064178482215479,-0.018638017202672254,-0.019819213817711703,0.02953259826936201
0.0025421243565526396,-0.0019494473577899192,-0.009194279954496207,0.03851835622580609,0.017903760252223122,0.002495732712289001,-0.008514906808866428,-0.020233811737808877,-0.007345449509277846,0.030918994992860365,-0.0022822056804768674,0.001482743423932835,-0.004472831086399745,-0.048040358149165685,-0.012342931188354996,0.011906494604317376,0.014281272726877708,-0.018491272095599844,0.012691349113032834,-0.014629242097385082,-0.02181065569452339,0.023996062977627616
0.003095390365774042,-0.0018198263787372604,-0.009533655234397025,0.0404873258181796,0.01478473856794989,0.00128360472267176,-0.00873153628829276,-0.018185942140987215,-0.003402897813026884,0.03063599706844993,-0.005558900334955123,-0.0005846895290702592,0.002272080838119736,-0.054222619010452146,-0.00420312891690899,0.023315498637322178,0.011083834747185656,-0.010022862674695158,0.0035053428980275168,-0.009704142876953608,-0.016841590556626478,0.02354683961890215
0.004050509792057186,-0.00174632914307404,-0.010010706404238323,0.042711480211145,0.01429878726827672,0.0009762063747381046,-0.009303753030579641,-0.014653046163286172,0.0017698129079082026,0.028198027642111087,-0.008676717451796646,-0.00035451370198335413,0.0016254942824575937,-0.05297766093135123,-0.003227617050141216,0.0243562577663699,0.00941585635956322,-0.009540011584544875,0.001452320582845743,-0.008018485396416943,-0.011149048512161574,0.021329293517305985
0.0007474185506041835,-0.0018139942780839163,-0.010793215199367722,0.041863074119695504,0.015491974187943479,0.003222228639221623,-0.006567856312013983,-0.014118756530041934,0.001732165873100891,0.03376584352074869,-0.009105429878685484,-0.002088714350752599,0.00868644975185938,-0.0626510907088077,-0.010416327911692766,0.030014055071076677,0.008465518347152971,-0.015199157467808993,-0.00456997838156893,-0.004006638131270513,-0.0067773449887096006,0.030201467622879747
0.0006474818842468633,-0.0022202701505368086,-0.01018029634808875,0.03952813053245583,0.01648109588251151,0.0026555003462169005,-0.004671511631162683,-0.017222237600041043,-0.0044151746772793515,0.03671346922350879,-0.0011898562847724372,-0.002823940601752964,0.0033545160795939097,-0.057145086329546735,-0.015276238815543066,0.01878414632670528,0.011304174948908646,-0.019072965148300678,0.001818903291394087,-0.010209926832407982,-0.00924515335605118,0.029881838791266904
0.0015078945207574,-0.002068043645436616,-0.009700436217279469,0.040125372594959775,0.01749400851150068,0.0025211780815210735,-0.004277793487429063,-0.01691449651958161,-0.0033192954417134816,0.035525615922423724,-0.0023703451223349215,-0.001631764280390878,0.00020018718745745331,-0.0550830456751972,-0.014598300248113198,0.01709241952005743,0.01397352809764647,-0.022929018420113995,0.0009215409222284622,-0.009158972302270717,-0.005920933834501931,0.03047360458637809
0.002779298611334603,-0.0016233644044241768,-0.010326810875994047,0.04299700082386983,0.011989779179115059,0.0015537216596276195,-0.008279590080429585,-0.017090608917389807,-0.0025792369354898995,0.02788632309052242,-0.005275173063291651,-0.0018103614185402614,0.002397704177478574,-0.058398540584952655,-0.0037189480312741947,0.026511319524319003,0.006356472490062853,-0.0065779825594258195,0.002144361531483282,-0.00195981819890333,-0.01036484807441716,0.02430666926545387
8.333598196592733e-05,-0.0028840078425459575,-0.008688051388215316,0.011990410645698089,0.01707360184125813,0.0019776389722847673,-0.010945114975411296,-0.0035608118199782213,0.010805293462268592,0.008537763836841752,-0.011743119603165325,0.008225772295605886,-0.003379412146412221,-0.001616326282090819,-0.013043201488980197,-0.0013635756243024384,0.00440542892910099,-8.227060270709144e-05,-0.006722938459425149,-0.01677199691946976,0.00039952191574319385,0.008197042772048482
0.0013283650198707992,-0.003832710387271055,-0.00981659556739173,0.012640861771933524,0.017160196170182117,0.0002687167323761827,-0.010913462928538224,-0.0054118127838304365,0.012751312192854178,0.007759667321970483,-0.01159855466322925,0.006000077475443177,0.0018975641113199541,-0.005502847806385254,-0.018220656846561524,0.003339951186903589,-0.004907631128021901,0.011502987032412638,-0.02645589741806229,-0.030974544943116744,0.00025597456522038,0.006807121381191723
1.688847457082497e-05,-0.0038035693502708294,-0.010286509615319244,0.010095095676109417,0.01886382054287981,0.003937511483731601,-0.011744461011319849,-0.004803070782283859,0.00834408246991027,0.008340951374637882,-0.010830756083071415,0.008947012354301481,-0.001266254392293123,-0.003904517871753173,-0.017394291628307103,-0.000937446833699361,0.002301620758436665,0.0018455369644826995,-0.00836675385993895,-0.019204921181667035,-0.0009920399807685333,0.00721354616421835
-0.002009334223951392,-0.004629277106414583,-0.011679378907016787,0.00181606540786345,0.01298785418394579,0.0066753522469536215,-0.00656004357517009,-0.008039560665032235,0.0034022586811720823,0.0074910355243784504,-0.0027257712880267484,0.011003373249454954,0.005753451075782824,0.0008304589183438776,-0.015423640918499081,-0.004902936528312453,0.0052580840764516225,0.001630935405486646,0.0020777864112488074,-0.012896627538658834,0.0075630888759244605,0.00864222856552792
5.99034060670689e-06,-0.005218416631942644,-0.012340430691995403,-0.0014213149871603534,0.016316646198636375,0.007381056187325669,-0.006848224005405616,-0.0035067691543512886,0.00339158155934402,0.007841190689023725,-0.003674311233905996,0.013260333789275915,-0.001075120578418142,-0.002628438254204198,-0.013977726617051553,-0.0006217325667834343,0.004983686384591849,0.0037178896571257447,-0.0010781729440823232,-0.011759715637252557,0.006490116408203265,0.006569059190506056
0.0017206040503016332,-0.004871850833335162,-0.011602741283085083,0.0048288319271721225,0.0194485260605822,0.00557172273189603,-0.010937924857491729,-0.005676603214471811,0.008441286057549686,0.005184335958747913,-0.009336504667336426,0.009169345406874238,-0.002480228335766152,-0.0018936323398621047,-0.01881030709751145,-0.0018821770058725425,-0.0006793400787736548,0.008511591372106364,-0.015511918673210997,-0.02188267079464275,0.002055841319870545,0.005284111698507446
-0.00029441766616754295,-0.003617979915394084,-0.010019951471803387,0.008786188716592334,0.018093432871585106,0.004717271572761632,-0.011468166465948214,-0.003771988710431176,0.013879511820604522,0.007884541970601434,-0.010434138088433064,0.00871757953481217,-0.0022506061833427148,-0.0024066600976081244,-0.011003083666086773,0.0006171026180422298,0.006487421930536041,0.0013713924808633838,-0.0041642935298813535,-0.016181042681810913,-0.0014951085403948567,0.0059165216121861795
0.00047341702045187035,-0.002918369058687587,-0.009208373191191018,0.013574434604681416,0.018311369634498184,0.003279969056646984,-0.012015766836775767,-0.0032243310677787995,0.011257418546314553,0.00936324989279283,-0.011417670260864933,0.008361463539585376,-0.006021659942940417,-0.006814345492381092,-0.014655167751002467,-0.00048531124367473186,0.004012859455255092,-0.0010389353113620502,-0.009206465884430328,-0.017035767440991615,-0.0015939780777690358,0.006524232495515613
0.0016950334818624001,-0.004330069206557287,-0.010495748493970142,0.008290783739279176,0.018534333174972016,0.002625238249880679,-0.009653433074922082,-0.005301739127297524,0.011818070719722563,0.006416300265313968,-0.012661069118141832,0.007488145995145806,0.002695895398669342,-0.0008005054159254507,-0.012613241782992612,0.002978150408979574,0.002602180499422761,0.003810214702389803,-0.009949456732884682,-0.018895967758691606,1.99968354524005e-05,0.0075748004920437855
-0.0004090791881641606,-0.0025555775059023507,-0.00897200860172395,0.015501821436140035,0.017672625726500007,0.0029410911889569545,-0.01350902270578358,-0.0041644130781596355,0.016842657218893928,0.00847552724060019,-0.015546123201149013,0.008105012459827567,-0.0034017727325556025,-0.0023369606873449304,-0.010695175193962079,-0.0003067556716495623,0.005757250752395566,-0.0019264012851515262,-0.004159208021725187,-0.014566140156974123,-0.0034868021644193217,0.004370812752745265
