PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32
0.013058103136651287,-0.00688327241189247,0.046385786590898474,-0.028546734862384866,0.01008423312039805,-0.019869047346949897,0.010293138796095148,-0.01917397931082742,0.06854234394552647,-0.041583295583918246,3.8104897837809856e-05,-0.03873878713459533,0.024830781201637318,0.007275710740015207,3.909657783805996e-05,-0.0086804360479207,0.08090005760614093,-0.023950942195328055,0.0031687615373889185,0.0057430643201779995,-0.036512398369718514,0.04008431736183858,-0.01866361127993896,0.011578487423893346,-0.0070241081269527255,-0.016248973191659168,-0.01987451601947426,0.017189924823583298,-0.022833373571716973,0.016208219806476177,-0.04430153783715466,0.015056325359997413
0.012311340913969248,-0.005621522848305053,0.04313406207482052,-0.024936097673325584,0.011725165301449689,-0.018870094897769,0.009877055694457211,-0.015620248393237321,0.0583738022598225,-0.03463657057173698,-0.0014582282901435064,-0.03131295665281664,0.019999050771343008,0.003286882400283685,-0.0010684664865965644,-0.011229000371180088,0.05996430539122287,-0.02043435518894201,0.0009696323272271839,0.006621301163709888,-0.03029716641431797,0.038940829757915144,-0.011040140739961408,0.004421364823625625,-0.0014685888852263539,-0.015003061225475362,-0.016426140764867894,0.016671776020402634,-0.01903182698498112,0.01283352447467992,-0.03810153684074934,0.010402323831973384
0.01283276344248245,-0.005976907260674676,0.044650928905582594,-0.024894421567441663,0.015092640268804197,-0.022348636793888255,0.009440421374603238,-0.01602866615852772,0.05552537421731869,-0.028745660469846702,-0.002143993134448497,-0.025925633617158196,0.015450293239510623,-0.0016912898671350507,-0.001248470589823152,-0.009089960980844186,0.04699961023140288,-0.01456196854476412,0.0020785958819498473,0.008275712757161316,-0.019136350222949093,0.0402170506056488,-0.004354305476259975,0.00039166618151185995,0.003315045930267016,-0.016914571117152992,-0.006346488833574696,0.013924125849819086,-0.013564919212266702,0.013728397111227555,-0.02837953715300135,0.012035018914166591
0.013254380045081718,-0.007021885138987555,0.04688947525440346,-0.026243439297873046,0.015339387412282215,-0.022771539993402628,0.009640045356421385,-0.017144771081508435,0.057334096413756225,-0.02863904412505162,0.0005796855442271695,-0.02819308701496206,0.014856517177320217,0.0030007162552899156,0.0003628793701135895,-0.0019028590512394881,0.056193050060294354,-0.014442476750849472,0.0026756481059353127,0.009508203104148003,-0.022517530313401795,0.0335177599658001,-0.005763498191563389,-0.005300498113083927,0.004226271339282543,-0.02283981136311225,-0.011467800137921352,0.012610938558268414,-0.011082691137004826,0.021720157055354558,-0.03304020567802403,0.0167267860386402
0.013068557070350132,-0.006381675398113847,0.0457295008583376,-0.026288161463406366,0.013540488007745105,-0.02034578873649601,0.010288273404499993,-0.01714457773547903,0.058996281582935434,-0.030698519277545758,-0.0008095874559482853,-0.0287776498814176,0.016553035595874583,0.00023735797833718784,-0.00045984658462010317,-0.005874817807440631,0.05900141313138113,-0.017806444660212303,0.004139311589047774,0.008527626346775848,-0.024381377463173447,0.02993537408549652,-0.006902636311600038,-0.0016411870215801375,0.0009484386926583641,-0.020380187806585775,-0.015468097248208999,0.01575331261226342,-0.013291991749641553,0.0195687852983736,-0.03516277591033268,0.014922912550216223
0.012400949427431739,-0.005985066519370811,0.04344621112138322,-0.02431119599321179,0.01330758215226284,-0.020572458402307287,0.009473818539158808,-0.016281026455678967,0.05793664848419332,-0.0331949131005756,-0.0014314937126540543,-0.030624172408587412,0.01853998493353983,0.0024332288021426188,-0.0010898929571278439,-0.008730717558889515,0.05699380163570633,-0.017273200957966837,0.001903499721958568,0.006857952422490589,-0.02599448816819186,0.03574583166270441,-0.010517406692280677,0.0036877796962110857,-8.22261299459814e-05,-0.015958542226876437,-0.015046348549514924,0.015179484870689125,-0.01652017975553277,0.01501708528233935,-0.036246102566905546,0.011275404733978974
0.012588609922160921,-0.005309129331894412,0.04239419014465478,-0.024563289492330973,0.013109909395735801,-0.021122913142993777,0.008621047229952602,-0.015955637392154772,0.05708353169097434,-0.03174532411005247,-0.0002999325262050595,-0.03122495526123442,0.018028199203681605,0.0040110952646025665,-0.0007777992248256472,-0.007276156241366379,0.0564752824088868,-0.015505298970674344,0.0012020754031680033,0.004987967733732855,-0.024993398649398067,0.0401224516105054,-0.012430582174306414,0.007165208854735388,-0.00037302287849937284,-0.012840653446726559,-0.011738003697012701,0.01222236826110016,-0.017264985991300493,0.01187115801995754,-0.032728969139160465,0.009517043468672227
0.012317376652009306,-0.006712680657187626,0.04288424756370795,-0.023759170184296227,0.013223921043171556,-0.018910385254119123,0.00898956088065389,-0.015497766388527373,0.05591363048627087,-0.030083528650156843,-0.0005939205676105938,-0.027228310319478984,0.01708881387157693,0.000503593445957469,-0.0008776853328076672,-0.007591789936463195,0.059450442978108906,-0.018909407212969798,0.006382898430473414,0.006432604932627793,-0.02849458625053738,0.015086357052066585,-0.009498829415686779,-0.001726708842015443,-0.001407319689012582,-0.018537645902697644,-0.025145895279165262,0.018656370291415474,-0.01393345305883947,0.018878725517118253,-0.03985747873236044,0.011997196205138649
0.012492659959967865,-0.006274499323928932,0.04348413562689603,-0.025045563003502583,0.01092623151583126,-0.018903495306370942,0.008749938431950138,-0.01591194186575373,0.0612397207878558,-0.03641190280895485,-0.0011617466734498484,-0.03472796056090437,0.023788520358237544,0.0035229248657032653,-0.0013815896103350606,-0.01481338844744493,0.060424897927298306,-0.022216368567252592,0.0004954243696791132,0.00482840768174204,-0.03484151982289441,0.0354227269626623,-0.01626357400236126,0.008394653699267372,0.0001052288705640711,-0.009515971653866884,-0.01980629641098677,0.016441746136536282,-0.02174430490318905,0.0037237305131513024,-0.03981776101953706,0.006201994079561866
0.01259803355099811,-0.005975146439542974,0.0437591818223459,-0.023824567075458245,0.015912932071739473,-0.021039765855527283,0.00978200369699994,-0.014412304695610008,0.05036298936885194,-0.024515415316118998,-0.0027961564572113232,-0.020255543441349708,0.011663303516183039,-0.004019694558013338,-0.0016117084884090503,-0.007561215546480311,0.040123564047439345,-0.013381415047946679,0.003874882571205582,0.009463126574619743,-0.016614003230371863,0.03100754420396311,0.0015521245045332713,-0.00816688597495684,0.004774276529589993,-0.020285289970820124,-0.009138892886784175,0.016489339676360404,-0.009218794783921402,0.018427150333560592,-0.026449762472421923,0.012969829578665307
0.012642662030652726,-0.006933896838984169,0.044190962415756374,-0.024775142547312355,0.013280966529528357,-0.01982202364163984,0.009072259036435435,-0.015380138598225984,0.05813263663309782,-0.03185344937217398,-0.0027055494423373154,-0.02823816996640381,0.01949178280770349,-0.0019046706513051303,-0.001773200499147152,-0.014972592595935547,0.04764380309481024,-0.018820058857455066,0.0023683580995337156,0.007821395295936905,-0.026242785168040766,0.029911639880461128,-0.006569206396282699,2.66774162381387e-05,0.004167926352148017,-0.013806199654498821,-0.014510896104830659,0.018571616795202892,-0.01626741061264637,0.00796616554881437,-0.03346686894643344,0.009390119147390885
0.012717468827124089,-0.006291739329506265,0.04405317218395735,-0.025554777937276625,0.011940416364296574,-0.018369853263589815,0.010000824106875906,-0.015555668198814529,0.059430252449272365,-0.033978711598467076,-0.002322558986752798,-0.030384759965945078,0.020272920846311396,0.0008999554142676862,-0.0011460759041000699,-0.01343711766529531,0.05302400341535904,-0.0210602367106838,0.0005466851915520731,0.008363983951088146,-0.02964525708561591,0.03266199644334625,-0.007698690369015297,-0.0009796503202879892,0.0034851044559328476,-0.014982762734740251,-0.01665310044544946,0.017176107124600475,-0.016801593906322965,0.00894396465579017,-0.03669685732217021,0.009790311083318261
0.011567236473170003,-0.005925703140937844,0.03960509647099536,-0.02126630396628145,0.01450685690014757,-0.02338129024849394,0.004556545273634109,-0.012411048673438877,0.044768904399073085,-0.021160343890761938,0.006021092460319766,-0.02717359157655473,0.013494708350587699,0.013071213119456665,0.003441121786198722,-0.0004738113410126272,0.04581164793955985,-0.007064765195287868,-0.0009286150233180511,0.0027345593645090554,-0.02489620159327383,0.02777703847284347,-0.017512226489160107,0.0031122051123275343,0.004209834404610929,-0.011196262026891415,-0.01236438459694609,0.00374326074680688,-0.014414828523885223,0.009545823967067605,-0.028455538969845314,0.0049447112424233506
0.012270668412493255,-0.00682775142295663,0.04140412891582119,-0.021799753529719534,0.014455136175809916,-0.020753795345318037,0.006855309367743908,-0.014521866956805388,0.052646774124320506,-0.027502613154604436,-0.0022711143122809757,-0.025639728683419533,0.018289325573552926,-0.0028788802233403977,-0.0009718270217949647,-0.011578200642523366,0.04406296257829864,-0.017154996693512496,0.002727397848275804,0.006291039490390773,-0.02389629438144317,0.017307206410879475,-0.009731137064380625,0.00242708491146731,0.004050711580436215,-0.011735427800847869,-0.014731093157443968,0.012283556146321976,-0.012656097138851434,0.005764318918957978,-0.033815887423646385,0.008786642520579879
0.01271375973713572,-0.006233029470041408,0.04377852949816603,-0.02525297755817471,0.01305041102844756,-0.02011822750827387,0.009182307829366935,-0.01613527933613308,0.05674627617793199,-0.030099138016515793,-0.0003475581925993521,-0.02778554976839371,0.01696913720955666,0.0017401453285924439,0.00011003857921142484,-0.007008018266609551,0.05857265002355587,-0.01822099374733989,0.003586390586133907,0.0077053805018157395,-0.02667961178226843,0.025074060720329534,-0.009493147366602782,-0.0002478878818839396,-0.00015160666737282528,-0.018995066970981,-0.018190547041888855,0.015203510432725723,-0.01457480784853379,0.017873835849391204,-0.0373934583902783,0.014153109761900028
0.012617982685392503,-0.00569723669885144,0.03943775611294316,-0.022436467338475895,0.015017362239145488,-0.02105007417027277,0.005527029300087303,-0.013250087765869929,0.045737175210148154,-0.018731553651603432,0.0019994984680758257,-0.019284394364494032,0.010514845569455004,-0.000640403675998978,0.0015939754315936893,-0.0014485513778360226,0.050751053615927265,-0.012559095016221468,0.008107238533761685,0.0030852848637371727,-0.020670017549669226,0.00950394394195956,-0.01007493030772979,6.567495388547662e-05,-0.0020753443995792037,-0.015365065992387711,-0.020550589962963405,0.009528186414014352,-0.009894263188179582,0.018445597877970316,-0.03225550465104669,0.008759517253841598
-0.014825644795707776,0.003608398159987869,0.012573362781310157,0.019122186804393933,-0.010405681626384788,0.013386747202291376,0.0033325538947276004,0.054821569677724155,-0.011011982486991114,-0.018831521370896383,-0.005024989605424949,-0.010954503858109473,0.027441196788164427,0.014655197281437495,-0.049342601475540995,0.05714688151162661,-0.0010179535858319336,-0.029453437186508703,0.049777786052927236,-0.014983753782635674,0.008904123983418003,-0.026903751420696335,0.000567820213442872,-0.021729550257625456,0.007188372147567339,0.03367203677455721,0.024920163187253354,-0.005480314380196491,-0.0010011745198834129,-0.0077848839022271795,0.03210222826325511,0.035904323849805846
-0.01149955935929902,0.007331984007035924,0.011292285170721592,0.0174230669623556,-0.00630043092975949,0.023515598576025417,0.008558206807424312,0.03961809597643483,-0.004925457998988553,-0.004203104756129582,4.4155065108772486e-05,-0.008891958862272311,0.023093567375625686,0.0051149658600032795,-0.048727781679659424,0.04036306136666886,0.0021885667572725323,-0.01700540545294888,0.04199771552367317,-0.024787794687285987,0.0008182377665778666,-0.021754321559571996,-0.015041987015192028,-0.032339715624787414,0.0028124740664115266,0.0039627910383198,0.04899485567613404,0.009807188769059264,-0.012836075757465136,-0.0020727883107460226,0.030826956028446713,0.023587647313133904
0.0012221566569003244,0.00745221816000114,0.006997946504638759,0.02106831534540646,-0.014321451540970032,0.02639353558026371,0.014235083352088574,0.004897305584476721,0.006201213075310429,0.010446400088439974,0.015215386428773679,0.0047141832346513195,-0.002775640950824082,0.008447556897471675,-0.041721288501869444,-0.002404972549601231,0.011583662436176444,0.02075474063253845,0.03790417120266823,-0.004534497644349691,-0.015990337571037624,-0.009349727499209754,0.009214471624425012,-0.005927271320541058,0.01829430075135236,0.008315048587247936,0.01874585860076574,-0.01847174800910404,0.010522925318183857,-0.008649488410884795,0.032453485808820424,0.03005849884466517
-0.009758787948984072,0.008237115183202465,0.01052275501641943,0.021047375515811977,-0.008613367113675904,0.028382311083151247,0.012811307701397965,0.016186595304343323,-0.005625373811980926,-0.004124237041506457,0.002075939468307521,-0.0072077439458718,0.0046301150198216935,0.009779578164028678,-0.04945635804268543,0.018896156184022555,0.006259342283618109,-0.003966284531690272,0.05580686739062473,-0.020489402411202,-0.00517401082801399,-0.019235837179185214,-0.02378816532647094,-0.02879782370359026,0.01826527006069507,-0.011073453047185,0.06053432987355939,0.0002777472351862473,-0.016057296118208813,-0.008096497426539166,0.038536868965557414,0.011314543665140238
-0.00750811070914081,0.008809299329770693,0.011330346777033885,0.02027732151244963,-0.00814403617277944,0.02517233946014512,0.013747863153288142,0.02290865707876598,-0.006611417226482827,-0.006744210057510518,0.004328045855306666,-0.006346891453192683,0.008717765704025621,0.009448238012415752,-0.04648608741533365,0.028076337198373165,0.006383526279925944,-0.004519363612107079,0.04552649628275076,-0.017900196711098163,-0.0010230291562486928,-0.02080891141433318,-0.00829610844864926,-0.023710758853386617,0.016155589892261412,0.011043674033326897,0.04177751289433261,-0.0007663981956373264,-0.010492487684833593,-0.00596015180472631,0.034789857712838344,0.027179163946324095
