"","Dim1","Dim2","Dim3","Dim4","Dim5","Dim6","Dim7","Dim8","Dim9","Dim10","Dim11","Dim12"
"1",-27.8915496329421,-13.0024306589837,-0.514048357531806,0.42390320478988,-1.38415465235887,-5.42544715371387,1.13325734971886,6.58066467544336,7.1478171515736,4.20084068311824,4.81332729828529,5.9739086942028
"2",-25.2901699245693,-12.6009769891607,-0.953719892755748,0.145304697420869,-0.433131086637201,-3.95196799278937,2.18590968482582,6.15282222849135,6.43791479187929,5.7330672428636,6.75444089040078,4.21722979415161
"3",-29.0706285269558,-16.7488608765997,1.15827964182044,1.11905090134729,-3.58738963629229,-3.25405232482255,-0.638212645049315,8.64643506145132,5.28884545824287,-0.407236832745776,1.74158326044216,2.14386126465188
"5",-28.5811546919265,-17.9172171020589,0.581117844192872,0.482424361625999,-7.21611038566474,-2.46744665642562,2.04903811826067,8.55861481083004,6.69205679124314,5.15875078223777,2.45574898387433,2.11498554198792
"6",-25.3677848888079,-13.2975943514078,-0.580214648578395,0.406981380825964,-0.33504305315021,-4.16695319163517,1.66076365751391,6.73866162472707,6.15775654295934,5.10212949922163,7.14503809013521,4.84641609954928
"8",-22.8409211077989,-14.9816807076992,0.220372571519293,-0.545178113078811,-5.11744818943385,-10.761063948555,1.4131911773892,4.69881786832546,6.21703240819804,10.1088874785512,2.81813513122484,3.66933550855025
"10",-29.1561429965748,-16.3954165818011,3.42535898556415,-1.59412278295154,-9.04758070609971,-0.372226863332323,1.58572570384871,8.36234013263609,8.07875408411976,3.66487133003716,1.08007865291925,0.946828352196004
"11",-26.0148068891702,-12.477430759555,-0.566421945122109,0.274116611710026,-1.7410685520994,-4.83699358980984,2.20032654774766,5.11592156919259,6.26312168620878,5.19021503414216,4.65894541133759,4.28965022069432
"12",-25.504671538608,-12.1958451146961,-0.755034098555865,0.750661251051716,-1.78626309253096,-4.85621444746745,2.98583318363495,5.60975220469849,6.38504673744623,6.11417603107344,5.55187533065741,3.71206179629677
"13",-25.6950776331561,-18.6574972055705,0.714269155815482,2.88451283763305,4.14879256318145,-1.3485564421907,-0.941641797453791,7.44465098286659,2.85424653153939,1.57121944087974,5.49575157793387,4.42441114400965
"14",-25.6980138709239,-12.5926454154587,-0.841749351172335,0.722987374820475,-1.4753394214648,-4.89251488095872,1.59630109527418,5.52964992497301,5.68150179652182,4.65415232648658,5.24478980979871,4.9079712742187
"15",-26.4445773784276,-12.55489609482,-0.255659633684549,0.702310483132171,-1.85848195698333,-5.26041963398562,1.69680245936693,6.32747183570696,6.92014488185787,4.55523617284591,4.90783440361777,5.49012071109726
"16",-25.4285809094986,-10.6441473590813,1.32921439429309,1.91677871225364,-0.221421013932373,-1.77979726185493,3.53643871723728,5.88845276116733,5.87555777130924,4.94693413404614,4.04775640039339,5.46096564017512
"19",16.6746629733974,18.880902899836,-0.302337426459689,-2.85935962986941,-15.7845679258468,0.387963233582974,-1.40931744095072,-5.21858252822269,2.0073754615907,-3.0115662422273,-2.47668756036231,0.0949117852907786
"20",23.7240810089426,13.4926491874063,1.62310449674229,0.192120878497467,-8.75685476703823,-8.20857361396549,-0.95178316760257,-1.39473882500579,-1.93586217518668,-7.23596487018154,-0.157381920390737,-0.410930825488955
"21",21.4856912393654,13.7558786995825,-0.410656109398846,1.77405886046058,-10.0081172531529,-7.38643409268788,-0.698265301414577,-1.88820373696863,-2.60853631161299,-6.55477437045841,0.18463927236074,0.12697568920565
"22",17.3708227497418,15.7058682033499,-0.632935939687526,0.731405662446702,-9.6311183909549,-3.43471841889672,3.16430247892313,-0.0354810078495802,-4.14053906406524,-3.5002452437906,4.35845813469324,-1.68946470222207
"23",16.8288591786771,19.5838653858543,-1.89969262563799,-2.75529156754788,-16.3282322003342,2.14588899871472,-1.29531995217517,-5.23859381590059,1.91500633698292,-2.9811046995234,-2.45953989899189,0.959407012367258
"24",17.3880089326373,2.12799637159827,-6.66495069663133,0.675673794645293,-7.68612447427919,-0.328982141759392,7.19056982727998,3.66506850170401,-12.404120504461,-4.99175265778028,5.41985981873242,4.3634579844814
"25",14.8698809701789,11.9300548036969,-3.13119100233201,-3.00989750908221,-9.29019554843376,2.51458824518451,2.12441837585547,0.200294026354982,-6.64445865065332,-1.05566656405351,2.83469412024273,-3.75356368491787
"26",15.0208495618682,12.3420776417593,-1.80848991348862,-4.38759293445547,-9.86498623090381,4.42390574794201,0.586565164340101,1.33249750736618,-6.56455522447055,-0.0452435705550276,3.05824637009336,-3.64412863881183
"27",15.963978490747,16.3758162809928,-1.26583040918854,-0.635730713397137,-11.0669735519105,-3.71452272014597,0.987723554993099,-1.08631645819503,-2.86340675174646,-3.82821627055796,2.47960445148788,-0.792094977626319
"28",21.1284521613579,11.9989640336313,-1.7636414097037,0.747930711308787,-9.07536098088751,-7.97691812255623,1.32328473043022,-0.422150261281976,-7.21643869708625,-6.72798917226463,0.0336543071006488,1.65457467663575
"30",20.7878931397586,8.34858855416928,-5.59212417456938,0.362618822020576,-6.1534068209845,-3.89777681483347,6.14280637022352,-0.343694486043549,-10.9573315882525,-7.36429043099185,1.76458418234994,3.22530041902733
"31",20.21312140504,8.84439676268996,-5.75031791062885,0.660197802467786,-6.5249322130925,-4.51280048167603,5.89023047012797,-0.593326630565399,-10.573605959222,-7.55797534251261,0.781023837023509,2.80709173012632
"32",17.47713535458,17.6311305849433,0.346354057499022,-1.93003049671735,-13.6688408768084,-2.06233890632471,-1.64369991197193,-3.66363647930401,-0.0599243451912826,-5.03459755322416,1.39905626853429,-0.473925096618255
"33",5.95266224107539,-6.83450199329095,-7.53356162356875,-4.3603713499178,6.49288267166458,2.22326797691725,-1.07472349998464,-1.8702628589357,2.37170975420484,0.271030961526545,1.86309759006497,-4.50775857782688
"34",8.34223011121056,-7.11356220845526,-3.97078356743602,-2.46588193476577,0.491235730494201,4.19477579320852,-1.6325721591056,1.55855151032357,-2.38703859329984,2.32159055566516,2.34435203193504,-3.25118018358337
"35",7.25687133091311,-7.14694538624717,-5.02736012101067,-3.06553170168188,2.53671642704104,1.69183869829807,-1.65639899817521,-0.35249780647802,-0.496229359693163,-0.24837136858356,1.87857168930714,-1.63468611495519
"36",4.99281818120305,-8.78203741309994,-1.6431004133743,3.86796895125259,4.63118740862081,0.040352284997202,3.99002999561731,-1.03738219446481,0.500478934837272,1.26470032184151,0.756384999514596,-0.619951272177822
"37",4.00733897689392,-9.41507563556425,-2.72304580199844,1.18167728703342,3.93011849643714,2.7125818515762,6.33511115918281,-2.42714404644528,2.68592077937117,0.647700524333368,-1.68564158659842,-3.52014196646353
"38",5.41702486959038,-9.55888808220336,-4.15817539776745,-2.97529134124594,4.17359699503835,3.510023779849,1.76417335461593,-0.586285646925598,0.571108028192427,3.00530664882184,2.71300628983546,-4.95013087940126
"40",6.20410890505061,-9.24708948962468,-4.41333509803306,-2.6652456295134,4.71563635052357,3.25900009322236,-3.3405245812054,-1.78043972226102,1.11287787559773,2.90964734243234,2.0944722126097,-2.63513498410142
