"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10","Comp.11","Comp.12","Comp.13","Comp.14","Comp.15","Comp.16","Comp.17","Comp.18","Comp.19","Comp.20","Comp.21","Comp.22","Comp.23","Comp.24","Comp.25","Comp.26","Comp.27","Comp.28","Comp.29","Comp.30"
"1",-9.7732142320057,-4.4427364650865,0.314967647909089,-1.03115372647332,3.96078812336723,-4.01229659129074,-1.73153157224938,-1.66425731438344,3.04316451922609,-2.06714063081071,0.485609692604571,1.72653494182127,3.0293629691363,3.336216327733,-1.73971365857309,0.276859405549066,-2.60167606842244,0.714642113328693,-1.6744655881636,1.14598925684361,-1.25662596309999,0.351741257377852,0.378441975541765,-2.07538428086199,-0.604266856382425,-0.485889531091573,-1.13032040810928,0.110433457218405,-0.231885646692192,-2.3119792964733
"2",-8.04772772193359,-4.57333310550078,1.02886560016909,-1.94255500880216,3.01524580254095,-3.34383348601946,-2.08446497986412,-0.649673843549507,1.18861260276909,-2.08394666189321,0.935436056663109,1.14324706496191,3.13600463834572,1.93504179108514,-1.00507842227181,-0.128052478780621,-2.12396314032044,0.409813046015454,-1.1436875000759,1.42722927487564,-1.14598505023349,0.0370209520789428,0.393541068002717,-2.23739736689164,-0.38802710145091,-0.865158331797699,-1.65653315311627,-0.111164389913359,0.0482350358940627,-2.14209579435786
"3",-10.3060487355422,-4.25885753185327,0.094782275339546,-0.0481379070923428,2.33042432417582,-4.21410708554903,-2.51581023693013,-0.327580950926574,1.80178199719733,-2.68723096066213,0.256109286944913,0.892925772739784,2.00135624444341,0.241685940990252,-1.08193411681123,0.486650590908622,-1.21171814239781,0.158877038552173,-1.90626949980625,1.29736080732606,-0.672184513738401,0.445830785023955,-0.261834715726163,-2.33876008768662,-0.0480201374245564,-0.59053330569454,-1.19124804377493,0.917913459195848,0.27877638360581,-1.06268108991829
"4",-8.83375637413271,-3.86430556255063,0.436571199937589,-0.676673891722907,2.22112121405888,-3.82393549899406,-3.72321342964022,0.217293377123784,2.72396789853357,-1.22017544440267,0.734870007591732,1.2255217552021,3.82315608059853,1.81467222048931,-1.71835182989987,-0.276875750997804,-1.37072269659289,0.821151271430983,-1.83260476424239,0.656281519929629,0.385377796655793,-1.32220397056242,0.0822093818204808,-2.1243817468762,-1.29279909072201,-0.81796575429077,0.421134590447764,0.656752233461066,-0.204503116200812,-0.646250082904191
"5",-7.17302247696081,-4.30671654917595,0.78712996078838,-0.73962101260711,2.86157335345648,-3.32109695381909,-3.62399790405554,0.0418095151397926,1.76119589022594,-1.98586659083076,0.541655032518041,0.773755591633455,3.83683779259799,1.48450852614825,-1.72926892303843,-0.460466695942706,-0.960805333793408,0.262781411206869,-1.91508420746011,0.67430358478624,0.00973929103677066,-0.864265219940992,0.487973902274867,-2.67352633338631,-0.138489886539794,-0.457952748070781,-1.18978576967996,0.929490199315473,0.259022969370595,-1.38657892629339
"6",-9.14085891821637,-4.59455902260238,0.792003073088807,-1.60101660355748,2.26090778216138,-3.88705363397824,-2.40164628790052,-0.469976351154433,1.6913904591319,-2.756827202013,0.328859026357952,0.617241464662852,2.17122249862598,1.17662572234211,-1.03670668409862,0.317721084662081,-2.29152252911692,0.553959525751727,-1.66022547174558,2.02382166503144,-0.657214829720947,0.148518836626735,-0.462838312553903,-1.99430397712596,-0.309486537009955,-1.09102495191539,-1.10957897054744,0.350592420771037,0.467633347814077,-2.0096574899543
"7",-9.56900869941076,-4.92445576279632,0.615829485197643,-1.21654473356484,2.28859050996776,-3.9632093764206,-1.97526839763055,0.0110003291476569,2.09089522942214,-3.05493445911165,0.0640171765010875,0.7084225894668,1.71717137547509,0.45963900948729,-1.38312008920121,0.929249474235723,-2.48723353523116,0.386515907860679,-1.04940991302123,1.58384081985512,-0.989652759422554,0.178979002170694,-0.61153443518486,-2.68913533030237,-0.235841488241076,-0.529015440383468,-1.43626770914627,0.491169342659774,-0.094108361944718,-1.25577739725731
"8",-6.12378264800794,-4.53998958706273,1.19526922294232,-1.424985796135,3.3237243122202,-1.81979026042618,-4.13720719527764,-1.11314622374552,0.0306948809241856,-2.14677137692626,0.77312078896764,0.678303314330933,2.71131264557973,1.86774204237179,-0.127580228284839,-1.39553320618776,-0.773389126981346,0.91433842455214,-0.273108458388898,2.83931984422633,-0.331294885548718,-0.103856671161966,-0.0862366868517713,-1.31680308892479,-0.674791414815111,-0.230167181646914,-0.491561983959519,-0.148861732050048,-0.0614728479029331,-1.68864685902095
"9",-8.79076041833834,-4.65843344676156,0.832484930312175,-1.7250343457049,3.77409188104272,-3.55096090315523,-0.562459291788222,-1.34822555334913,1.45776097150223,-2.58883885767304,0.396512682468786,1.90609233010377,2.53078986221859,2.41114230894321,-0.675287570357505,-0.254485174248211,-2.03027094304861,-0.513044757069195,-1.07089352839466,1.32509582330501,-1.73133085498213,0.429348683707741,0.571997548503582,-1.96526278862652,0.615225420723847,-0.706399449327908,-2.13706253859015,0.547396256175966,0.277124187862803,-1.91395073412089
"10",-7.99001848473217,-3.13534048991797,-0.516319454046343,-0.937926981466097,2.97123224532129,-2.57112443037007,-4.1948671195779,-0.0217784335154534,0.906375407442008,-1.45809978545888,0.983532123417241,0.377352009417659,2.36986572586676,1.32707419078485,-0.285431962664672,-0.17337595802318,-1.00093949641113,-0.396621435515655,-1.28796784879051,1.38986053852855,-1.39900454393379,0.0881028972313488,0.0588388365990776,-1.01064063343571,-0.975819170038728,-0.809482118478233,-0.335819293250797,0.0680167939364508,0.900573398246416,-0.42636936386747
"11",-8.27821853982271,-3.68285921883289,0.249986935747514,-1.44467316985995,3.77282384151389,-2.99344651112184,-1.88798230506177,-1.28137049507369,0.984256529187608,-2.00380064037996,1.35591268234085,1.6327097016217,2.66777731112051,1.82331115382612,-0.274111662427346,-0.972246173182821,-0.525066269005498,-0.794432039703147,-1.02957140781415,1.53226216937465,-1.54644075460978,0.0787466196391583,0.21425795657494,-1.52856945708976,0.176541624013682,-0.646721455914503,-1.18470404473934,0.811391800381672,0.36741650973723,-1.15287554108922
"12",-8.64250662359313,-3.93537049063114,0.212218262107427,-1.19437270353064,3.02659456647614,-2.78276060182418,-1.87534191211089,-1.03247895745415,0.837948699876155,-1.63987944063452,0.711739854710767,1.08185564725431,3.90319540502163,2.22622074475467,-0.407961302837555,-0.096193347196084,-0.887189050629198,-0.268933063767347,-1.4952062507788,0.94128890713366,-1.69478610839297,0.041431417058124,0.20388035434198,-2.15645696695505,0.0246504742622276,-0.250464758474646,-1.67856052157049,0.454050780382267,1.17684216144635,-1.86771267868678
"13",-7.59133853465719,-5.15397145204917,0.461936870900753,-0.198873057608766,0.985679846255023,-4.0781360645877,-1.78731690920272,0.224238703280965,3.46837757257794,-2.0587296446841,-0.679363229627608,2.05160798030782,1.74133864336193,-0.155960542148193,-0.136464481171536,-0.833566581313137,-2.0632370883546,0.21428445234453,-2.18361195024596,1.22250428985954,-0.294795199513029,0.0316054521111185,-0.676091699956249,-2.32921824549844,-0.0427809845298526,-0.808590950497062,-1.23136430667417,1.48101737069834,-0.764128911073717,-0.533747848813129
"14",-8.69798582433022,-5.05359418733004,0.771795140654865,-1.05525037994604,3.1639417948512,-2.88142519602886,-2.25940810479124,-1.13554547922277,1.0161385304126,-3.45849771600189,0.984154147587977,0.642219026203625,0.763911750502026,1.21628113845818,-0.280552094560411,-0.367055352524905,-0.794425322578396,0.171666987457147,-0.250006723046773,2.72633829929414,-0.59254025478633,-0.0493828840711099,0.606927427055577,-1.98534694583914,0.456838515021106,-0.389745908524018,-0.459154201941885,-0.203205960373594,0.232697536603646,-0.638937643726553
"15",-8.86428455322864,-4.1009281458128,0.234794719762562,-0.298863896485912,3.90147445217977,-3.58434612333036,-2.26435002489812,-0.559327287053074,1.97511815377059,-2.66551637173919,0.429473704584888,0.874046352388481,2.34728942357812,1.28373727858195,-0.592263463734177,0.561894717270836,-1.07288555810697,0.399632801993168,-1.32164221354591,1.74893477073697,-0.404502375274422,-0.0255433506931835,-0.768807520242996,-2.19548697287646,0.423889617793971,-0.346931267276721,-0.6856086878158,0.139714817436021,0.807574572678297,-1.19460029276257
"16",-7.75982785499403,-4.4759547626253,0.67371029725536,-1.11276064818396,1.22831886944012,-3.13302568141491,-3.00958635313936,-0.486741330801228,1.94949796716035,-3.72988055462249,0.731061692190245,-0.460005387123665,1.24292151809458,0.476681633942789,-0.696242596433025,0.78555547810117,-0.863406513717925,0.8296166428493,-1.04251305048406,1.40377966349477,-0.882276219685728,-0.0316038550950564,-1.16307009652764,-2.52832566692075,0.575394890134281,-0.27539674693902,-0.809546864134663,0.0902235798629992,0.987467806765474,-0.703564152075308
"17",11.4598972620038,4.09681178916295,3.19372027723446,-0.382503089535267,-0.727348962971092,1.92420491696011,-0.880248846524647,1.64246741949783,3.30218544330651,-2.1551900334909,0.68155643512208,2.59301191605466,-1.36801978174777,0.99573935082862,2.37828876793862,-1.58901036223712,3.67448868002639,-0.761622433431027,-0.802365562804181,0.956850082490685,-1.21076831621115,2.52179072174039,-1.58910585278649,-0.803565502805742,0.910279860303024,0.286583064987079,-0.0545541043489779,0.112654953580549,-1.35125923318298,0.222053684904218
"18",12.7054904472946,4.40175294647573,3.73924795758967,-1.11603364041425,0.891939908096921,0.909720320498958,-1.41819964502484,2.24959311735278,1.17284095400599,-2.86135837895006,1.6268501314973,2.62352179896791,-0.181821252974139,1.44147583357517,1.06458242888829,-1.62855828098383,2.44001679096901,-1.02853729200357,-1.57792158828379,0.90327935215972,0.14114710486432,0.930284829385084,-1.53066645084688,-0.241403863489417,0.34061946171186,-0.0680385677078441,-1.68766100193459,0.232042193741733,-0.498210685892717,1.16696863402707
"19",4.43331909071993,5.0207352133399,0.623905279108808,-0.705931792011907,3.73727014045428,0.148730839911919,-1.34903396693019,1.66172062634892,0.150411629667392,1.24947239018147,-0.747251678650445,3.1198800827537,1.63392945410228,0.545256547292035,0.986054608716475,-1.36986876618513,3.16312528059883,-2.11488659834262,-0.611654902183623,0.983824840012144,0.919260104257966,-0.684423684481702,-0.572459959872037,-0.934057823854008,0.346317988115365,0.972673449159913,0.31618854250843,1.27810403392194,-0.179821171613832,1.51845445494878
"20",10.6744281249185,4.85516701539114,1.601865153724,-1.41737431175041,2.90903682549762,-0.332500060005876,-0.135714352538808,1.52358769895424,0.324393703923048,-1.32395353755574,2.54374313470053,2.73001266992206,-1.00087983557714,-0.14982436060758,-0.350604727375074,-2.07060744733023,1.05184843782986,-1.8096138782397,-1.49793853278464,0.55010865922615,0.487509268240001,-0.0644437187488529,-0.744124113316825,-0.218425042252617,0.689653115291194,0.136058779492794,-0.0832617055181419,0.78255501014971,-0.0977462884088326,0.919086283962564
