"","Comp.1","Comp.2","Comp.3","Comp.4"
"1",-9.7732142320057,-4.4427364650865,0.314967647909089,-1.03115372647332
"2",-8.04772772193359,-4.57333310550078,1.02886560016909,-1.94255500880216
"3",-10.3060487355422,-4.25885753185327,0.094782275339546,-0.0481379070923428
"4",-8.83375637413271,-3.86430556255063,0.436571199937589,-0.676673891722907
"5",-7.17302247696081,-4.30671654917595,0.78712996078838,-0.73962101260711
"6",-9.14085891821637,-4.59455902260238,0.792003073088807,-1.60101660355748
"7",-9.56900869941076,-4.92445576279632,0.615829485197643,-1.21654473356484
"8",-6.12378264800794,-4.53998958706273,1.19526922294232,-1.424985796135
"9",-8.79076041833834,-4.65843344676156,0.832484930312175,-1.7250343457049
"10",-7.99001848473217,-3.13534048991797,-0.516319454046343,-0.937926981466097
"11",-8.27821853982271,-3.68285921883289,0.249986935747514,-1.44467316985995
"12",-8.64250662359313,-3.93537049063114,0.212218262107427,-1.19437270353064
"13",-7.59133853465719,-5.15397145204917,0.461936870900753,-0.198873057608766
"14",-8.69798582433022,-5.05359418733004,0.771795140654865,-1.05525037994604
"15",-8.86428455322864,-4.1009281458128,0.234794719762562,-0.298863896485912
"16",-7.75982785499403,-4.4759547626253,0.67371029725536,-1.11276064818396
"17",11.4598972620038,4.09681178916295,3.19372027723446,-0.382503089535267
"18",12.7054904472946,4.40175294647573,3.73924795758967,-1.11603364041425
"19",4.43331909071993,5.0207352133399,0.623905279108808,-0.705931792011907
"20",10.6744281249185,4.85516701539114,1.601865153724,-1.41737431175041
"21",8.47529130484175,4.61737193845903,1.14771355584895,-0.761358852209994
"22",7.78531951531111,4.62069165165043,0.121852494616745,-1.48911376014648
"23",4.03475630695069,4.65253859551648,-0.904391365981655,0.0684109158540591
"24",8.5614887787796,3.40977303129262,2.61083292171655,-0.0432659646625673
"25",5.06350037094051,4.17639574583791,0.621023723120187,-1.21230442920125
"26",5.18598178487995,4.56208955524908,0.867033806196549,-0.803616090868013
"27",5.97704672806606,4.69313237365608,0.0982121349727031,-1.27883859328801
"28",9.6833310630002,4.21558815116299,2.02012154178434,-0.749522349679641
"29",7.76494542504368,4.55696909948254,1.54721036218315,-0.279679315861711
"30",10.7277442615359,2.88056862994817,2.21377450920939,-0.0898854011631687
"31",9.02539074443871,4.15683945396926,2.69899882524699,0.129528993883668
"32",7.80191728569989,5.29430969371771,2.12988994321601,-0.654067916898952
"33",1.51944531053227,-1.44640890275958,1.43327020406135,-2.88635988625254
"34",2.87948859222903,-1.42226398180007,0.536816323680463,-2.11211471978604
"35",2.49762862334956,-1.6013495909936,0.937659567437345,-2.76282807676861
"36",2.17567513509843,-2.21196657788856,1.18355027939462,0.132419289396859
"37",1.1440453724486,-2.6743019046575,1.43633813486793,-0.346032182961198
"38",1.40561969696579,-2.30571599699994,0.842457314935507,-1.53802534590082
"39",1.93081307773017,-2.32654191177785,0.754475801806322,0.290550710210598
"40",1.92376816215646,-1.84798811748062,0.908468444379369,-2.29094441341814
"41",1.76328651890446,-1.86956563307176,0.50914272358584,-3.7447408661365
"42",1.56822049421435,-2.04737678676805,1.04215193815412,-2.68356713619825
"43",2.2044701433263,0.469309443673075,0.180190966917446,-2.49142004797315
"44",3.30063409988437,-1.09165827099301,0.13523628210686,-2.94949649160443
"45",1.17301327253952,-1.25395983602446,0.769011211503053,-3.54704343837221
"46",0.940918103752625,-1.06445089937634,-0.0984473793871911,-1.10358582930235
