"","Dim1","Dim2","Dim3","Dim4","Dim5","Dim6","Dim7","Dim8","Dim9","Dim10","Dim11","Dim12"
"83",-34.1405969413359,24.0150842412206,12.6938127507158,16.2395538734395,3.56568964166175,11.0737490720872,1.34403924664251,3.90078824347092,-22.1347630696203,-9.55135536612256,-2.05772888029965,-1.61424677139964
"84",-32.0336991620197,26.7603029245265,15.2213120608024,13.948828196411,2.30169428222658,10.868144962457,-1.95338029839878,6.98319100592013,-19.1245770255407,-8.59361370813251,-3.0125509753716,-2.65299919865102
"85",-30.6306534191043,28.0684357040172,16.9722445514533,17.6445163628012,0.610765358105421,12.5006385533467,-2.75289505791038,3.24852743252819,-20.84972089341,-11.8457397331105,-3.96703843355702,-2.39576532565939
"87",-33.2177985591022,26.8454756249005,15.3156280322896,13.869146785708,2.20763466084117,11.6840573418872,-2.52317357184625,5.96826628477761,-20.0544928939366,-8.08239658337882,-3.25479596559386,-1.84499108407809
"88",-20.4809239003688,26.5281966363273,15.66499224715,20.9062042910929,-3.07918088663692,12.2035365377506,-4.51339839585138,2.89567121346055,-16.0522286989019,-12.8135367715484,-7.50939161363918,-3.27765576656064
"89",-18.4025056150706,26.0800702273931,14.7687790579909,19.9842181250503,-2.57009509926644,9.70596753711897,-2.25097481361877,2.71911080177651,-16.1165458613386,-14.4613130850814,-6.20281993376819,-4.9257535067634
"91",-21.1729615067665,26.4712338547979,15.7563468646369,20.7531121677575,-2.74313000374391,12.3842905767169,-4.27418137545022,3.16931647575291,-16.4583656470181,-12.6538946125969,-7.23947245175155,-3.08074802541037
"92",-31.8427569802889,28.2144229935194,16.8087282030625,17.8084876747696,0.977532136930936,12.3901971551327,-2.27137459907844,2.78167606186864,-21.6046916584091,-12.3230744843196,-3.69261684944106,-2.60464233951094
"93",-31.4465966833484,26.5535867451663,15.2942074241694,14.2788109899864,2.17608572582379,10.8964023271389,-1.92171993138579,6.51752788777637,-19.2588458720183,-8.93725703861962,-2.88207614440164,-2.74413743896816
"95",-32.3422455713845,26.6683780123366,15.0856361567169,13.9560494605024,2.32808451871508,11.1494949046962,-2.00569638832175,6.94238762880316,-19.3691928368029,-8.35394053854164,-3.09650805978942,-2.43516588478678
"96",-32.4024638564179,26.6357472966061,15.1324071246579,14.500124126792,2.16986111394332,11.746524534082,-2.13672368949256,6.21016111160708,-20.0612090404901,-8.62005268952368,-3.13109068860032,-2.308004661113
"97",-14.7990047412823,-14.3689510449194,20.5967762570174,-0.832614581885651,-12.1675887684292,9.06126319975015,4.88166254908743,-4.2708661712845,4.8802655206589,6.18204519865642,-11.5929951211635,10.4477217704918
"98",-17.6431716435444,-16.9229049579128,19.0973892763183,-2.91208163666603,-13.2232158575878,7.90388017480596,2.37737151566802,-5.43057652627422,8.30018338912704,4.68975525224968,-10.9753441679128,10.6441118297164
"99",-14.6588826750382,-14.5163625433677,21.9011264606999,-1.02779874202391,-13.7148695382509,9.09422457537176,5.70432206078197,-3.82414680587159,5.47968234475476,8.95723159736292,-9.26935250323025,11.2631976518344
"100",-13.8486717053246,-14.5507374383815,23.6881394384498,1.31850058591713,-13.4290106498279,9.3645321546821,3.80796132803272,-6.0200705114825,6.84520329863792,8.93919706388208,-9.10729689695327,10.869836923458
"101",-14.8188886657223,-13.755405351942,26.1370994172778,1.97767677840467,-15.2815715763529,6.84547600097087,6.83596884796154,-8.26094488955828,4.42850156373397,11.8071904409692,-10.2404339637487,13.4397144019019
"102",-15.0025987627093,-13.8291773358876,26.6930129183856,1.84477465651452,-15.9147999785601,7.07032528172822,6.66471948466604,-8.70643601928994,4.85825686466528,12.2964352193755,-10.7391170160988,13.8428809032992
"104",-14.6654052364963,-14.3816472524308,20.887715365655,-3.11095942255377,-13.6145617630997,8.89728298361062,4.05461988511817,-4.31443294319366,5.80942228745799,8.1172386932232,-8.99936358279716,10.1185355401998
"107",-16.5262217438429,-16.3689529477514,19.4568266901313,-5.3876835443823,-14.0662165335422,9.55879447174961,1.3607201849596,-4.82162363313685,8.93518867660299,5.24187505480491,-11.0113358594568,10.0975199967493
"108",-19.5579078539799,-18.3146967674919,18.4769372988454,-2.95546409070154,-10.9454351952449,9.03692551585171,3.09123719046563,-2.54151384736776,6.68177950049605,3.58529443217026,-8.9519065278298,10.3288512701297
"109",-17.5986334591865,-16.9422563489871,18.6615025236459,-4.49836387287899,-12.7059894233843,9.4939029592232,2.04851341230539,-4.57038371956596,7.24981005281999,3.38878941799262,-10.6129325075342,9.90974094616057
"110",-14.4270319856896,-14.8921809384682,23.3539495832446,0.855679648008054,-12.8937632157459,9.46532146627216,4.23116637231521,-4.95069483847864,6.61607623617265,8.68885553684958,-8.81597956717287,10.9786516601579
"111",-14.2570807971261,-14.1276648701258,21.755261369142,-1.5547573241116,-13.9003724793579,9.06518909438273,5.34242514379115,-4.22161381629175,5.34728370786033,8.9162675448974,-9.2411397993971,10.9595235903626
"112",-16.8124023355257,-16.3087457357278,19.4179469128364,-4.20212051126185,-12.9424741623301,9.33094063778663,1.65319048450294,-4.04553803826578,8.39078113369721,4.61214248499397,-10.8721348093413,10.0927998997097
"113",-25.272864450647,-26.689362905845,6.73595709955884,8.79912456550613,16.4267382390617,3.10231370043378,-4.78518205229808,8.71114503430856,0.304035843573526,-0.157700970044496,4.38421708475404,1.2080498710174
"114",-24.3476132244635,-29.6634226464894,5.39930626490156,8.07232297068126,14.2167044657719,4.12669765976264,-4.95093260470808,6.7063953847768,0.59447062840566,-2.42351207673522,2.25375216809168,1.82322047555268
"115",-23.6889166315707,-29.062561489458,6.07063339862549,6.87950152996256,14.3545983403251,5.04861615733796,-5.35416676220348,5.37369688211312,0.999005310516743,-1.77101411879076,3.05305403089646,2.93881198909836
"116",-24.2318408293012,-29.6039062300026,5.38803578108269,7.82743003348655,14.7303726529271,4.07404899905569,-5.18720632297418,6.81329826018215,0.614380127195161,-1.82983608064748,2.44265731022926,2.0693176145526
"118",-25.7575399332383,-30.9924022402694,5.72793014707401,8.8324742180596,13.213651388064,6.86561344874741,-2.36423452945857,5.2649875204522,0.951611297223406,-4.22458847043087,1.90997364111734,3.42314728005
"119",-23.7217446377059,-29.0981579911714,6.12150589605386,7.34644473410475,12.8873544785523,5.71945960864938,-4.22185566563081,4.9282934467418,1.49656960276183,-0.881187172972892,1.87675856937266,3.27659241428495
"120",-20.9907014763363,-25.5052676698141,7.11282037859428,5.86967000478932,13.0490013922188,3.38254804451459,-5.19883641129597,4.5528812799757,-0.453823145473367,-0.310899534689606,3.21254219337402,2.37455794424385
"121",-23.9443157446667,-29.5091160894062,4.87771288775354,7.47452756162994,14.192131429874,4.43258831430357,-5.96787744027475,6.03930135833587,-0.320484214629371,-1.43772022881954,2.66654744894134,2.51176610298887
"122",-25.2340780530502,-27.7327830191008,6.05734210598046,3.47773990297782,11.2221686166064,2.44401262934457,-4.11758326892995,5.94182544793679,1.57473844609878,-0.86008496211855,2.52583689263001,3.17220302626943
"123",-22.6913462345816,-28.6148040088826,7.6286087624302,0.835370306250018,8.36767448964401,1.24149460516475,-4.66528717363214,4.13709288108199,3.38476686803062,-2.16674787861427,6.28625795648021,1.50537058236833
"124",-25.1047167394528,-27.6113924723783,6.15359446846864,2.68432862808102,10.852358293605,3.6547720238759,-3.69428196796969,5.30551346172098,1.89670813579355,-0.0951212405189135,2.80250331239468,3.74070451675473
"125",-24.4126387298763,-29.9243948213813,5.93726317071695,8.17969618278635,12.3443560969318,6.20122946928966,-3.52275956148161,4.66289271018868,2.15056923820668,-1.62775040741875,1.50874267292807,3.28187090680078
"126",-20.9992599924495,-26.6456953964345,2.69864216521277,5.02325593537314,13.2884187716509,2.30643369773925,-5.92570236812047,0.877154721256803,1.88989131103843,-2.69176511269935,4.44490252026431,0.71376041509255
"129",-43.4328785603005,-22.0089444019033,-11.8506845111931,1.00351424911083,5.45937422616897,15.7762917411785,12.7301066817946,-8.06403494517719,-18.4757843351494,-7.66112653119004,-1.61833720218625,-6.24765416672432
"130",-47.2876935082707,-21.9549107886822,-4.9107069798395,7.52931312859849,17.0885403180527,8.15320585914193,6.18172730505128,-10.7552616631803,-22.967092386377,-9.21784263838921,-4.259539365253,-9.43327222253119
"131",-47.3430782150743,-19.3454311639734,-11.1115530732715,2.33429312206631,5.44396507651809,15.5656717491635,14.0457112527548,-9.13668605487102,-21.7679065606315,-8.83355032890996,-1.17104208101361,-9.47478742167982
"132",-48.9693202110471,-18.2813921917048,-7.84937018193886,2.83913396533426,5.46494096457149,19.8756118127028,14.8036743364352,-12.3223100586914,-22.6154359947734,-6.28636751299555,-4.73989963481869,-4.92755323301841
"133",-47.4580422588779,-19.7464165927768,-8.05351334334668,6.06690163982358,17.4226042137143,11.3662262624556,6.23078444735012,-13.1834512243052,-23.5825470831003,-9.827703259744,-3.70565404088433,-9.84281247745314
"134",-48.3379431311375,-20.241707061882,-16.351099424341,-1.80708087926442,9.11378908108268,21.1673418727427,12.8086025518284,-15.0510807955456,-26.3689309685328,-11.9782391316465,-2.62889343135015,-10.8607214395452
"135",-47.4361365218295,-21.4574983825242,-15.1559214793292,-1.3906823267427,13.0527303107058,19.4497774927855,10.3092101414792,-16.4656561940425,-26.8750793514276,-12.3752747666667,-2.20700951197749,-10.454043050976
"136",-48.260372677113,-22.0559938208309,-4.40763874021847,7.4161634534288,14.9791866085093,8.07747680950247,8.80804902886016,-9.41864044634703,-21.6068731766556,-9.11216585327684,-4.30311351100071,-8.6047006880099
"138",-47.4868813965938,-20.5229743980379,-8.62138779427626,5.30417882181528,16.5108352203454,11.7833467238532,7.34791836241359,-12.8175712791013,-23.0700869075333,-9.84722183820088,-4.02973246623212,-9.52805658385712
"139",-33.3838995759257,-21.0791987664382,-11.2702871758623,0.337121892329016,20.858268253392,11.7269859639697,-1.15249649606914,-14.6182457206512,-28.2553351525165,-7.37448607966694,-1.46449077145458,-6.43756778614491
"140",-44.9600674139456,-26.0391762723882,-15.867499132101,-2.97290727089059,-6.56346828332607,24.6284348552214,19.6902192737,-5.43229061577019,-18.2641273996795,-8.71857096263299,-4.08132566904319,1.16099743974897
"141",-44.8827559968172,-19.8288339280258,-10.6553387595667,-1.22254383928569,-1.01230109300397,15.7598304009937,14.6131482680872,-3.3397726247196,-20.786967500479,-8.65257434077377,0.795425444030867,-5.88596200294846
"143",-50.2743763511443,-1.96494696851613,-3.14850791698197,19.8938239898128,14.6980301899616,3.4354386890824,0.584738361757945,-15.1512151552822,-21.1503559721764,-7.38214274781536,2.68324279417782,-7.35341835655327
"145",-9.83174636719252,-20.7220192880573,9.21753631006531,8.37607877332531,15.0162588997792,6.13158026195614,-2.61626471127766,2.52605678276206,4.46074223482134,1.90725958336808,-9.06724595949737,8.83131214062605
"147",2.10506501377444,-14.3068926188282,2.23511014739709,5.63915074933298,11.3361297001562,8.3844829300855,-1.7185682297702,5.31968811216431,8.83838409972571,-3.59869426774482,-14.6851847211473,3.4777950105637
"148",9.53499103834247,-11.7738652963315,-2.69135887871267,8.17599856739174,14.3052443038716,9.80445757947202,0.635715748306297,4.50569372835546,8.29350173679636,-0.758364493332844,-10.8483616484435,-0.226153658626274
"150",0.786704194937741,-15.2502276395015,2.71685488157277,8.95012714096964,13.6162054687355,9.25213855685035,-2.20319455713165,6.30383605971909,7.6196628984735,-3.96216706039207,-12.1676448832519,3.07218281049909
"151",-0.853702744321299,-16.4105309286848,2.88136829843875,8.57541408189178,16.1031430325258,8.58301406476302,-1.90552153753948,2.25415625788164,7.16603720850903,-0.828383463617321,-12.2979067436044,5.60534942255987
"152",5.14404704356649,-14.2945829957765,2.63751013388073,6.27759692480667,13.3355810199086,12.777743887448,-1.4846966279694,7.44548224058256,5.86283546433186,-5.08967065973681,-11.8665727397268,2.98617659887182
"153",0.987999004344764,-16.474536420655,2.24893245537185,8.33191370751226,13.9569344524149,9.92202555192544,-1.51116825473663,7.92685511431921,8.22460168152023,-4.18969812119275,-12.4999184352435,3.96580673063591
"154",0.54889503133001,-16.461674515013,-0.342904397504601,6.0238529165545,13.8833119713783,8.0460074186583,-2.98267101549514,5.23460171277312,12.2487143592645,-4.12895277011029,-11.5249207694218,3.33837700498353
"155",1.01412846998165,-16.5287270287956,2.1167896115136,8.16852253925181,14.4130307141283,10.1158549903921,-1.69508028320203,7.85010451183874,8.43664851165238,-4.17282868281031,-12.3106955463225,4.16558193216166
"156",1.61501548792881,-14.0629394267854,4.1386106452405,6.60663575399048,10.4008432626802,9.17450667448046,-1.25276777948678,4.10844396234976,8.41497740869072,-3.9830515912478,-17.2367821311165,4.61725620412308
"157",0.659642367952588,-16.4789293344065,2.93203191030644,7.79490821678585,13.2073947850655,8.86508570340015,-2.73668887510493,6.87301078176718,8.7803978304271,-3.85691232647469,-11.2007368862293,3.5529706937062
"158",1.0151163722417,-13.2881778672191,12.7495398488751,6.46646179257432,5.04791635379938,6.48015897589114,0.305976326218019,6.37886473960463,0.647079812528625,-1.70099771005635,-18.0114512490721,2.40107835074974
"159",-0.47939909762969,-14.468814817517,16.1316884037901,9.68010001143282,7.15555885840514,9.2594421954871,0.277784642379154,8.12295040621195,-0.317450917984181,-0.84215144051653,-14.0820979124425,4.24270716233984
"161",-15.4989554907254,-35.5196197796026,-2.23934883357614,13.0323506170472,0.830944097327672,-11.1952361575449,-0.68545234840022,-8.35590910512186,2.38241850970213,-0.626468774496201,-1.35993909532093,-1.46969901226413
"162",-17.6558407055837,-36.3500433020855,-5.37133772419006,14.8408623633073,0.419555787681868,-12.039474360008,2.30871404059351,-6.85028190584197,0.965175287120424,0.383554820577429,-2.95664830431236,-3.93820120017093
