PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
0.02536837761434129,0.002299781661846721,-0.02824187568918831,0.06797515205740579,-0.024411616513018278,-0.03218150120488089,0.025948782816297478,-0.01248192330701653,0.019669878477985205,0.01689755488456548,0.01571046243532929,0.1313790866047672
0.0253683776143391,0.0022930382281879263,-0.028156686683120536,0.06762278181238493,-0.02424690729416906,-0.03172215493228463,0.025504931599214666,-0.012163025925571974,0.01918618303357163,0.016513223467255294,0.015374778879342863,0.12726725617225165
0.025368377614335812,0.002291966565607398,-0.027948800791688995,0.06682547885677169,-0.023926343101244987,-0.030853086997306142,0.024605691484297386,-0.01172186034771719,0.0184599789478315,0.015782770068340935,0.014631663610200038,0.1202062333742263
0.02536837761433152,0.002263584360554125,-0.027979416465205645,0.06684945850943783,-0.02384951868597855,-0.030594266549108455,0.02444544643241644,-0.011314273790730224,0.017922326592323873,0.01557528777427498,0.014518151859294972,0.11684339066399699
0.025368377614335608,0.002282006040063934,-0.02803645748968342,0.06712530037774385,-0.024013235355299235,-0.031070305278017338,0.02487346827537963,-0.011720526788134063,0.018511458503165136,0.01596868445746713,0.01487267443861047,0.12146959680792718
0.025368377614337807,0.0022952796782573404,-0.0280501703251636,0.06722596685172158,-0.024097442588345428,-0.03132329178914873,0.025081447911884013,-0.011993006969047494,0.018891496268470705,0.016180779314036234,0.015021803463470266,0.12420946858935272
0.025368377614341065,0.0023109030314298097,-0.0280305051559504,0.06721235166465364,-0.02414619748859619,-0.03149447846972863,0.02519510469634925,-0.012267331437028867,0.019255078507067872,0.0163328696895486,0.015106290747932889,0.12659039022444496
0.025368377614328485,0.002255683770890404,-0.028043304562257974,0.06702670083037465,-0.0238705375095596,-0.030595199366656438,0.02449760634945851,-0.01109050982739003,0.01765381764161689,0.015531846584128971,0.014602380302777213,0.11536437565046849
0.02536837761434318,0.002309311314766011,-0.02819642422372648,0.06783600704649188,-0.024385214095792508,-0.03213986288620298,0.025879787652843468,-0.012551221812795945,0.019743140200094374,0.016875578920526928,0.01569860152460397,0.13165921979720682
0.025368377614314513,0.0021665068130157323,-0.028132318363523777,0.0670919770800348,-0.02364131739568285,-0.029826769208415475,0.024013609022192624,-0.009925424300449973,0.016111630897308774,0.01492731911619485,0.014212184103232162,0.10562710320204573
0.02536837761433386,0.0022667095372671774,-0.028140073385520853,0.0674657871548022,-0.024099429640480577,-0.03127099258476097,0.02514135432430488,-0.011655513508115516,0.018483634603203757,0.01613547783346367,0.015103129070438306,0.12226528380799515
0.025368377614334955,0.0022644368866379582,-0.02826168461755876,0.06792530876046637,-0.024278370255204126,-0.031749844663918975,0.025637446295177755,-0.011894319512376768,0.01887764250590348,0.016533636207052428,0.015483212091382256,0.12605842225477476
0.025368377614337818,0.0023147174615828813,-0.02738981202872616,0.06480906236716752,-0.023212002455093847,-0.029039420976213363,0.02266513828819678,-0.011127712430481211,0.017343225839506843,0.014353681752476723,0.01319466320454234,0.1081567818833755
0.02536837761433495,0.00228285129284852,-0.028076651016312747,0.06726934041315871,-0.0240663614272738,-0.031201139122509165,0.025010376476051577,-0.011751764367378945,0.018577270005974825,0.016062912600806806,0.014989915433550799,0.12220925557858278
0.025368377614337034,0.0022866119013411927,-0.028107355586668634,0.06741702358004871,-0.024148672321492017,-0.03144158177842285,0.025228950620342257,-0.011980702883131357,0.01890474114376934,0.016275150163968688,0.015107048145276093,0.12473687632972608
0.025368377614334248,0.0022833555542321037,-0.027915730963642638,0.06667258183306135,-0.02383948116173914,-0.03060674639417065,0.02438827102803735,-0.01150989641919157,0.01815463204316219,0.015586798622097033,0.014479771572007036,0.11790425397040404
0.02536837761441521,-0.029803629700339923,0.010398847036192331,-0.009289326281096067,-0.005925026311031423,0.01601700969195624,0.0016908616239612395,-0.0032580223196130497,-0.003462939543076288,0.005389799986861441,-0.0030830542397883723,0.00767689749580534
0.025368377614342484,-0.03861133789212337,0.015218445865698732,-0.0077209424713001705,-0.00586341821192009,0.013551607490782288,0.0028645487874573838,-0.0017538851409217376,-0.001255333322763257,0.004595477495620184,-0.002559200900233023,0.007002658056285785
0.025368377614360026,-0.038291704791586965,0.01448917194533637,-0.006214587585987289,-0.0044484820706067255,0.014831592535379513,0.000724759745885642,0.0023003157871136102,-0.00029571424760257373,0.002241918477943541,-0.0010250732484635991,0.006411294685934953
0.025368377614328145,-0.04067654423303847,0.016765358069154065,-0.008136640583201278,-0.006993847839920385,0.007039957260764971,-0.001009551041657507,0.0013991163326923235,-0.00039426222120169654,0.003334364246202561,-0.0023498885986049543,0.005896821318953294
0.025368377614342665,-0.039294445263409104,0.01579927359914605,-0.00829525312133699,-0.006586103663919503,0.009424718036734211,0.0009852731188035764,0.0005167629346176346,-0.00032170508819011215,0.0032425219533735745,-0.0019661326852086023,0.006048063655961673
0.025368377614383354,-0.03397129585099916,0.013379349801548472,-0.010271323059571272,-0.007942672869523389,0.004676768823253888,-0.005269935810524756,0.0027204408068401994,-0.0016625831525410662,0.003048230350203928,-0.0025385367808282416,0.005950412897296881
0.02536837761428047,-0.04701422892160601,0.018813207463833716,-0.0039460333569133164,-0.0044412378298922615,0.001330522508350281,-0.014030078957407915,0.0064188168914057035,-0.0050680171748868985,0.001155024277135676,-0.0008478532608893535,0.005195445643957169
0.025368377614429387,-0.028765293161425738,0.008990973711185036,-0.00868442382903347,-0.004733621364565619,0.014387599318922892,-0.0018234170053984056,-0.004354072927580992,-0.007121256144783273,0.0048840537647531854,-0.0022497433738704704,0.00733413195423329
0.02536837761443684,-0.027670944842662998,0.010162563445270386,-0.011353453090602938,-0.008088658875568104,0.007530935224796245,-0.004792541640299852,0.0025577724804573196,-0.0016256973279834717,0.0034090264279783306,-0.0027552230515012375,0.006221893424343122
0.02536837761433517,-0.03994759658183038,0.01618534817608721,-0.007731073984999193,-0.006609172910851067,0.006123665303163388,-0.004072913428810578,0.0026823312762355566,-0.001499036932460054,0.002739725352869111,-0.00191251904309123,0.005567654249534551
0.025368377614378237,-0.03517367577196593,0.01376501155237157,-0.009305029019785034,-0.0070320273690219785,0.009035949530856298,-0.0009008078087779361,0.0016901753598757324,-0.0004597708185553849,0.003004423056956775,-0.001997852461468976,0.006038045007899638
0.025368377614339525,-0.039366379753495606,0.015375179271590565,-0.0076357065028482204,-0.005602509924773813,0.012802762916843758,0.002895505284594587,-0.002033337072289385,-0.0017112519346083798,0.00410195124576393,-0.0020002671025297508,0.006730339362562572
0.02536837761430126,-0.0444604913515692,0.018622109758768365,-0.007281386923081796,-0.00644056350640408,0.009334047570851562,0.004243543381053476,0.00010051486313678894,0.0012880114262448792,0.002931904986202922,-0.001400541045717732,0.005415938198392669
0.025368377614399466,-0.03243080816493427,0.011816943843525052,-0.00968566369614092,-0.006136779082660335,0.01623494526538749,0.005687367605123276,-0.0033373750224435063,-0.0012124186579021406,0.0045519444648454265,-0.002276853066507411,0.007288037028693045
0.02536837761439218,-0.03329266089362774,0.012363848838705912,-0.009522303268604936,-0.0064748957102293905,0.011854445169913321,0.0009858666197818545,-0.0012114084348645304,-0.0020112738321214534,0.0038565921884360895,-0.002217922918962702,0.006698656332682837
0.02536837761430796,-0.04341019872087518,0.0176842360364193,-0.006447471322212451,-0.005750752451576788,0.007826793387149297,-0.002112271538055783,0.00210751422596935,-0.0010940918237349103,0.0026809317908458186,-0.0015388597038685971,0.00576406751169161
0.025368377614732082,0.003413892970447107,-0.01141674038195872,-0.008027431258532017,-0.002313089518994931,0.020059656898503093,-0.02552600018146982,0.008742852389689502,-0.011940044241342129,0.0001658166521297964,0.0033867673227652396,0.004572766056831233
0.025368377614683704,0.0003846137690300161,-0.013132343955095854,0.002725818711668378,0.0007385597204247048,0.023393655346074155,-0.024569716864472384,0.007772981295440038,-0.012354252276638732,-0.00039047238518604994,0.005646703809061048,0.00670000191730383
0.02536837761470379,0.0010713768264370518,-0.012496590651187703,-0.0009728558534126811,0.0003766278814110348,0.023555953477980496,-0.02588252827616302,0.00831930903124017,-0.013010350968996297,-0.00025797161652951566,0.005190285945596509,0.005679814763901423
0.02536837761472552,0.0066940678808834805,-0.013873170354544604,-0.00637222457059663,-0.006428427038768077,0.011254691566377808,-0.020952343668212622,0.007536679876159426,-0.008040978725820887,-0.0008333785049725697,0.00502322800054317,0.005916408599329191
0.025368377614710756,0.004499270534626709,-0.013696465256718996,-0.0029457779780411213,-0.0039038774192275637,0.015818705886697603,-0.022764465426489244,0.007494922079381976,-0.009764791083354991,-0.0005693172263509037,0.006105183067965529,0.005638573683602429
0.02536837761468037,0.002436220371198,-0.014055241883125864,0.002675694324203692,-0.0021847825437698726,0.018350948105664594,-0.022352969978764615,0.006997541020626073,-0.01006611833246107,-0.00033377914538870924,0.006222261387004838,0.00691988003648101
0.02536837761468943,0.005146295767026368,-0.014519886446600952,-0.0002576599305672653,-0.0058130311743625224,0.011290699796414713,-0.01897732813634329,0.006449290399325663,-0.007220034357849354,-0.0007082726529509681,0.005098314267771669,0.0074423406599006155
0.02536837761471838,0.0027683478218619674,-0.012561624814859024,-0.0038873609430884176,-0.0013781472423853832,0.021050886788147028,-0.025616065011871404,0.008427715465148,-0.012195072400883106,-0.00023474806388089903,0.005114996216051633,0.0052132299340603505
0.025368377614722763,0.0008683523183866168,-0.011610606374246876,-0.004057341615274159,0.0013047301012871525,0.02580822301665541,-0.027943535396733412,0.009100551640911243,-0.014405965974472995,-0.00016790006471922386,0.004832956759064439,0.004592165238084339
0.025368377614686976,0.0016988547784339107,-0.013291499777190586,0.0013086386378717812,-0.0011289724097114343,0.020370513007957,-0.023470241422388138,0.007403548703186976,-0.011145732563125984,-0.0002865606376315623,0.005707263398609408,0.006455246417546222
0.025368377614727145,0.0022018530454080507,-0.011353202008996187,-0.006483415493607771,-0.0005935099131598855,0.022599549646916853,-0.026306001351108218,0.008946870034560314,-0.012910300495320128,-2.7538279541665877e-05,0.00371783294467151,0.004699190685319892
