PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42
-0.0007317688535805868,-0.019793426047044236,0.02803566421826692,-0.025968644943179797,-0.02479981449476711,0.004816244929815607,-0.014563264120300687,0.011373985320518738,-0.007028229989055174,0.0056733295352277046,0.02126149571907947,0.006901570325207501,-0.00347202116376456,0.00786433086556119,0.001410467296721218,-0.016785456948656807,-0.004833970860107729,0.0020335265811650505,-0.017186824400829612,0.009450585579844163,-0.025246266326065667,0.022366202897980768,-0.0656715061277898,-0.08573743847417331,-0.0037248793480639413,-0.005864973642710422,0.014791224443163385,-0.11189560239559829,-0.032701420739185735,0.013588872855195014,-0.07191162451437225,0.028302526211444128,-0.009899799212123878,0.02943721300763237,-0.03885054501933484,0.01567680737761306,-0.033760035585900225,0.009171402604430395,-0.016879322098230527,0.007970554182049108,-0.006749110868914687,0.06496337589511626
-0.0013281882933838722,-0.019141417359590088,0.027065246082780596,-0.024809935312341873,-0.019273870797809893,0.002907437568774752,-0.01301809331978429,0.007278154936309742,-0.009308265440300759,0.008695588461873197,0.022222203926918368,0.008511334637117611,-0.001930162292603905,0.007614813794771349,0.0027191869217331513,-0.014700882783651042,-0.0036715279327720098,-0.0016633638804739483,-0.019027425952708343,0.014666753826727108,-0.02246604854127754,0.022503155619886507,-0.051991026266218,-0.07600858740600426,-0.005421321570981245,-0.0038815892762934373,0.017609046379815828,-0.08846714209416859,-0.02983622461683086,0.011608425991822323,-0.05378544324734126,0.03049712707441491,-0.005994025025484016,0.01610355703652398,-0.03222347728604053,0.0028279472636211604,-0.028774350209878473,0.01655590017957051,-0.02280874285462277,0.00219070710818935,-0.004635930595277688,0.055042128648745595
0.002613614774458347,-0.01811805783015232,0.03221798534876441,-0.029145332072679837,-0.027156738406203883,0.006329917775632237,-0.007705557557134507,0.010977640327858754,-0.01023334504618164,0.006947551221493096,0.023559155559689526,0.011555710654659587,-0.004744744507338139,0.007901985043163317,0.0005603306393431758,-0.012831199726512487,-0.0020576038850564646,-0.0016194025229908661,-0.013517844666317808,0.006358339707191211,-0.018696284084360387,0.02036670711535993,-0.041599343720732,-0.06390856486038328,-0.007960723298278162,8.151597614675533e-05,0.013940753779136224,-0.07669958566447624,-0.03472993293047431,0.0018452447940890092,-0.038033615124382886,0.02663187421086187,-0.008862309143755536,0.021738053452618214,-0.031703405019899704,0.0027349022790393515,-0.031362013718330625,0.007781708481896216,-0.013047326123402089,0.0033808480034460634,-0.0037065787710414393,0.05243217554321407
-0.0014635758617289976,-0.020812080739354755,0.019874202957777594,-0.025788147927784173,-0.021700686204323322,0.007906307959705422,-0.038207910882079824,0.01466479171237149,-0.008591240734419844,0.013684494839293352,0.011991630764225903,0.012923220321111924,-0.00492704572925809,0.0032010506312658508,0.001681256317793793,-0.008992223413651489,-0.0011099373184564817,-0.01053736694511446,-0.025441835076080162,-0.006837551560558217,-0.01518583097118458,0.020543478718846382,-0.036629394789153266,-0.06230704238177743,0.005238096960268496,-0.0009318524814800394,0.015137166782572996,-0.06459944302145015,-0.037393541036300264,0.0046556766565733505,-0.039548226762784244,0.021480008735091358,-0.013051577834388635,0.02181011770353157,-0.031794433524624105,0.0006178262793519254,-0.0214884293801738,0.00691128908804089,-0.012337943174599277,-0.0008053630085988958,-0.00848210324759743,0.05380549478664919
0.0014208842019986447,-0.01808236599782901,0.026506028910480914,-0.027385345943461918,-0.025247141355445736,0.006425388770093558,-0.02021447285187799,0.015791412394214423,-0.01179153956380635,0.015118231945858606,0.022717713871281617,0.00738293456943386,-0.004660763208346572,0.005260375773814108,0.0011654662936874769,-0.011576490377805632,-0.000788552059420358,-0.008635810994870163,-0.01781840992494579,0.003571397076978733,-0.021345487227853586,0.019828189643930443,-0.04066201212345599,-0.05778995597947066,-0.007042615766685289,-0.0032016738275648035,0.015963480462644102,-0.08194693784622989,-0.03540413861135995,0.0037880404673102785,-0.048361895479357944,0.018017748476019127,-0.01421888363817298,0.026026053589601895,-0.03481072746171142,0.0012315809533682415,-0.02027641378496107,0.00954797785709748,-0.01736303689041497,-0.0012293086935320496,-0.005508512302255804,0.049820558045897814
-0.00020395441108256773,-0.018884575370802008,0.030008767440411994,-0.02671821163821851,-0.02301498724398083,0.005717338343827802,-0.012461760417472899,0.010930529345201652,-0.009209331445362451,0.010217117518909568,0.022500966381307327,0.008933964592692833,-0.0027780197472054434,0.00721587128645242,0.001308045223867258,-0.014544377793372547,-0.00311285034906347,-0.0017238849711862661,-0.019161913226950822,0.008462092491089708,-0.021146749118626223,0.020653580209209196,-0.0496066422116619,-0.07028646664868099,-0.009092566284879651,-0.002042928699251616,0.01524235791316506,-0.08873641089103565,-0.03152589019984599,0.007549453189826968,-0.05095866565720234,0.029120190931757575,-0.006644972290687856,0.022922349085540607,-0.036330242694775514,0.004949421811438787,-0.032902985873330806,0.014500095600875286,-0.01871897732486751,0.0016601332671241217,-0.005186035988374628,0.056899705804050675
0.00047777452186287804,-0.018886719173484615,0.032531610526413735,-0.02885878635898431,-0.026519887382713745,0.004877096592236054,-0.005736982514208707,0.008646246855486569,-0.008773387077968327,0.005046015657771802,0.021728533675985064,0.009909176771689005,-0.002650736697014158,0.009414765595342978,-0.0011281850065045676,-0.016081100438329728,-0.0007567190901076638,-0.000485088307352082,-0.015134742976551499,0.007195838882219611,-0.019051009478245413,0.017281626769524612,-0.05407076418537479,-0.07152833513505048,-0.011792294850026351,0.0007166394961314552,0.013053922983892201,-0.09147568106697312,-0.028969686311934206,0.009449331215760436,-0.04712450971293486,0.028476391017767024,-0.0025154774966430465,0.022467943137524617,-0.03533797780573639,0.008398844023819149,-0.03402883152755466,0.013253880457700262,-0.016428641837001517,0.010494731367552306,-0.003902846301489288,0.05629839269422568
-0.0012626833199182582,-0.017575966210255152,0.02922183916142349,-0.02393511446139925,-0.016365007078060583,0.005299352010633549,-0.012584676805656446,0.011323728478514806,-0.012778274593021431,0.021408613787871747,0.026436415508337655,0.0035046664334626677,-0.0016910193807873697,0.00873913502242034,0.004693943745748949,-0.014389246561917618,-0.0012546336948425236,-0.0066207248091947205,-0.020850892325771454,0.015280210675791576,-0.02319696636103363,0.021817544083527277,-0.0410826732611495,-0.05981185927337232,-0.012233099942577564,-0.0007728990092983985,0.01661591720215412,-0.08346478878524652,-0.032541321800731514,0.006848603654724795,-0.05371277958514577,0.020377304613241713,-0.012332300277922982,0.024481549239026457,-0.0378455162332965,-0.003843707326145903,-0.011938903001683671,0.022300772265245107,-0.02039699865200014,-0.007821456367360062,-0.005979255327736953,0.04322356643981871
-0.001597384073025311,-0.01916367278151812,0.03227706961280668,-0.024596701549130066,-0.02171597911308938,0.001116525551621473,-0.0043285231984710355,0.005389576286571962,-0.009910775867506497,0.002611408105663581,0.025192206010630082,0.007630434979929447,-0.0006420921314606253,0.008199936503960614,-0.0009659491346513131,-0.01895406562773946,-0.003950197731540283,-0.0002136796846472465,-0.018571377550307314,0.017187278101854525,-0.026957354709426787,0.01901512510081754,-0.06375139611982639,-0.07944297144943488,-0.01639984202871738,-0.004476128028943453,0.01336349085381822,-0.10257905145496281,-0.023667047472468623,0.012919976234360224,-0.05963920340958073,0.03289435475805809,0.0011746248291946773,0.014276846517090915,-0.03378736339772755,0.007574353687559765,-0.03342650129748018,0.02183104750498578,-0.025934571133446764,0.0057140203686623665,-0.00317655727232115,0.053585192905501296
0.0005710633828698794,-0.018715888227715333,0.02834860034895426,-0.026822268221162314,-0.02030256900871795,0.008178058015271102,-0.00906854629182162,0.00858049140036689,-0.009574125273198675,0.015112313651169426,0.02075113316561113,0.010399608039199659,-0.003960985355545024,0.008413224911230567,0.00339787031853944,-0.014106160604931932,-0.0013598972981362415,-0.0025385625626570124,-0.016552913886347664,0.011667954547983877,-0.01344763472658497,0.024834373194660635,-0.031829486883677774,-0.0650150525392992,-0.0002743572880983848,0.0024231390430753774,0.017532170680875602,-0.06061533188942425,-0.03957743881873828,0.0035475644376424635,-0.03291401804451844,0.020969215474376284,-0.012925583616396093,0.01975772913014305,-0.029610516370671126,-0.00520573549011257,-0.01568626984399116,0.010720531331106483,-0.011630241497393636,-0.0075531113315586915,-0.005821893504757811,0.04901087336653643
